PLAYER_ID,SITEID,MINDATE,MAXDATE,TABLETHEO,SLOTTHEO,SLOTACTUAL,TABLEWIN,ROOM,FANDB,SHOW,OTHER,BIRTHDAY,YEAR,TOTALTHEO,TOTALCOMP,TOTALEARNINGS
6,3,09-Nov-02,09-Nov-02,0,25.29,70,0,0,0,0,0,14-Dec-60,2002,25.29,0,25.29
6,4,09-Nov-02,09-Nov-02,12.2,112.94,175,400,0,0,0,0,14-Dec-60,2002,125.14,0,125.14
7,3,26-Feb-02,26-Feb-02,0,2.22,23.5,0,0,0,0,0,15-Aug-28,2002,2.22,0,2.22
8,2,11-Apr-03,14-Apr-03,268.94,89.36,247.5,-1400,165.48,15,0,0,14-Mar-49,2003,358.3,180.48,177.82
8,1,11-Dec-04,15-Dec-04,0,271.48,161.5,0,50.1,0,0,0,14-Mar-49,2004,271.48,50.1,221.38
8,1,12-Apr-03,14-Apr-03,0,4.4,28.75,0,0.88,0,0,0,14-Mar-49,2003,4.4,0.88,3.52
8,1,13-Dec-03,15-Dec-03,60.33,116.39,-194.5,400,0,34.28,0,0,14-Mar-49,2003,176.72,34.28,142.44
8,2,13-Dec-04,14-Dec-04,0,20.98,71.25,0,0,0,0,0,14-Mar-49,2004,20.98,0,20.98
8,2,14-Oct-03,18-Oct-03,94.33,137,431.25,300,76.92,44.71,0,0,14-Mar-49,2003,231.33,121.63,109.7
8,1,15-Oct-03,18-Oct-03,0,137.84,6.75,0,27.56,0,0,0,14-Mar-49,2003,137.84,27.56,110.28
8,2,16-Feb-02,16-Feb-02,0,64.32,87,0,0,0,0,0,14-Mar-49,2002,64.32,0,64.32
8,3,17-Oct-03,18-Oct-03,0,25.16,119.75,0,44.7,0,0,0,14-Mar-49,2003,25.16,44.7,-19.54
8,4,17-Oct-03,18-Oct-03,0,7.94,46.5,0,2.77,0,0,0,14-Mar-49,2003,7.94,2.77,5.17
8,1,20-Aug-02,23-Aug-02,0,25.83,67,0,5.16,0,0,0,14-Mar-49,2002,25.83,5.16,20.67
8,2,20-Aug-02,23-Aug-02,29.63,19.38,137,300,148.94,32.66,0,0,14-Mar-49,2002,49.01,181.6,-132.59
8,2,27-Jun-04,30-Jun-04,42.98,188.94,812.25,-200,32.08,0,0,0,14-Mar-49,2004,231.92,32.08,199.84
8,1,28-Jun-04,30-Jun-04,0,35.53,151.25,0,20.23,0,0,0,14-Mar-49,2004,35.53,20.23,15.3
9,3,04-Dec-02,06-Dec-02,0,8.23,20,0,0,0,0,0,04-Oct-49,2002,8.23,0,8.23
9,3,04-Jun-04,04-Jun-04,0,9.44,50,0,0,0,0,0,04-Oct-49,2004,9.44,0,9.44
9,4,04-Jun-04,04-Jun-04,0,13.15,49.75,0,0,0,0,0,04-Oct-49,2004,13.15,0,13.15
9,1,05-Dec-02,05-Dec-02,0,19.72,20,0,0,0,0,0,04-Oct-49,2002,19.72,0,19.72
9,2,05-Dec-02,05-Dec-02,0,7.25,20,0,0,0,0,0,04-Oct-49,2002,7.25,0,7.25
9,3,06-Jun-03,06-Jun-03,0,15.03,50.25,0,0,0,0,0,04-Oct-49,2003,15.03,0,15.03
9,4,06-Sep-04,06-Sep-04,0,11.47,61.5,0,0,0,0,0,04-Oct-49,2004,11.47,0,11.47
9,3,07-Sep-04,08-Sep-04,0,17.06,35.75,0,0,0,0,0,04-Oct-49,2004,17.06,0,17.06
9,1,08-Sep-04,08-Sep-04,0,13.77,39.25,0,0,0,0,0,04-Oct-49,2004,13.77,0,13.77
9,2,08-Sep-04,08-Sep-04,0,5.47,22,0,0,0,0,0,04-Oct-49,2004,5.47,0,5.47
9,6,09-Sep-04,09-Sep-04,0,8.57,20.25,0,0,0,0,0,04-Oct-49,2004,8.57,0,8.57
9,3,20-Apr-04,23-Apr-04,0,10.92,55,0,0,0,0,0,04-Oct-49,2004,10.92,0,10.92
9,4,20-Apr-04,20-Apr-04,0,9.29,41,0,0,0,0,0,04-Oct-49,2004,9.29,0,9.29
9,1,21-Apr-04,21-Apr-04,0,19.63,7.25,0,0,0,0,0,04-Oct-49,2004,19.63,0,19.63
9,2,21-Apr-04,21-Apr-04,0,16.29,41,0,0,0,0,0,04-Oct-49,2004,16.29,0,16.29
9,3,23-Apr-03,23-Apr-03,0,10.96,-10.25,0,0,0,0,0,04-Oct-49,2003,10.96,0,10.96
9,6,23-Apr-03,23-Apr-03,0,10.46,20,0,0,0,0,0,04-Oct-49,2003,10.46,0,10.46
9,3,24-Sep-03,27-Sep-03,0,18.43,34.5,0,0,0,0,0,04-Oct-49,2003,18.43,0,18.43
9,3,25-Sep-02,26-Sep-02,0,15.12,15.25,0,0,0,0,0,04-Oct-49,2002,15.12,0,15.12
9,2,31-May-04,31-May-04,0,6.55,30,0,0,0,0,0,04-Oct-49,2004,6.55,0,6.55
10,3,01-Sep-04,01-Sep-04,0,8.21,25.25,0,0,0,0,0,06-Jul-22,2004,8.21,0,8.21
10,4,06-Nov-02,06-Nov-02,0,7.27,37,0,0,0,0,0,06-Jul-22,2002,7.27,0,7.27
10,6,06-Nov-02,06-Nov-02,0,5.76,-10.5,0,0,0,0,0,06-Jul-22,2002,5.76,0,5.76
10,1,09-Feb-04,11-Feb-04,0,10.03,26.15,0,0,0,0,0,06-Jul-22,2004,10.03,0,10.03
10,3,10-Feb-04,11-Feb-04,0,4.21,-38.5,0,0,0,0,0,06-Jul-22,2004,4.21,0,4.21
10,4,10-Feb-04,11-Feb-04,0,5.38,-8.25,0,0,0,0,0,06-Jul-22,2004,5.38,0,5.38
10,2,11-Feb-04,11-Feb-04,0,0,0,0,0,0,0,0,06-Jul-22,2004,0,0,0
10,6,11-Feb-04,11-Feb-04,0,0,0,0,0,0,0,0,06-Jul-22,2004,0,0,0
10,4,12-Aug-02,12-Aug-02,0,14.08,20.75,0,0,0,0,0,06-Jul-22,2002,14.08,0,14.08
10,6,12-Aug-02,12-Aug-02,0,18.5,25.25,0,0,0,0,0,06-Jul-22,2002,18.5,0,18.5
10,1,13-Aug-02,13-Aug-02,0,10.27,1.25,0,0,0,0,0,06-Jul-22,2002,10.27,0,10.27
10,1,17-Apr-03,17-Apr-03,0,4.29,15.4,0,0,0,0,0,06-Jul-22,2003,4.29,0,4.29
10,1,19-Jun-02,20-Jun-02,0,16.05,7.25,0,0,0,0,0,06-Jul-22,2002,16.05,0,16.05
10,2,19-Jun-02,19-Jun-02,0,3.3,8,0,0,0,0,0,06-Jul-22,2002,3.3,0,3.3
10,1,21-Jul-03,24-Jul-03,0,8.84,26.7,0,0,0,0,0,06-Jul-22,2003,8.84,0,8.84
10,4,23-Jul-03,23-Jul-03,0,9.29,12.5,0,0,0,0,0,06-Jul-22,2003,9.29,0,9.29
10,6,23-Jul-03,23-Jul-03,0,4.44,20.5,0,0,0,0,0,06-Jul-22,2003,4.44,0,4.44
10,1,23-Jun-04,23-Jun-04,0,5.93,10,0,0,0,0,0,06-Jul-22,2004,5.93,0,5.93
10,2,24-Jul-03,24-Jul-03,0,2.8,12.75,0,0,0,0,0,06-Jul-22,2003,2.8,0,2.8
10,1,28-Jan-03,30-Jan-03,0,9.88,1.75,0,0,0,0,0,06-Jul-22,2003,9.88,0,9.88
10,3,29-Jan-03,29-Jan-03,0,0.43,3.55,0,0,0,0,0,06-Jul-22,2003,0.43,0,0.43
10,4,29-Jan-03,29-Jan-03,0,6.42,21.25,0,0,0,0,0,06-Jul-22,2003,6.42,0,6.42
10,6,29-Jan-03,29-Jan-03,0,1.2,9,0,0,0,0,0,06-Jul-22,2003,1.2,0,1.2
10,1,30-Aug-04,30-Aug-04,0,1.84,11,0,0,0,0,0,06-Jul-22,2004,1.84,0,1.84
10,2,30-Aug-04,30-Aug-04,0,1.37,5,0,0,0,0,0,06-Jul-22,2004,1.37,0,1.37
10,2,30-Jan-03,30-Jan-03,0,0.94,5,0,0,0,0,0,06-Jul-22,2003,0.94,0,0.94
11,5,04-Apr-04,04-Apr-04,0,98.5,28.85,0,0,0,0,0,11-Sep-46,2004,98.5,0,98.5
11,1,06-Jul-02,09-Jul-02,0,74.81,104.95,0,0,0,0,0,11-Sep-46,2002,74.81,0,74.81
11,2,06-Jul-02,09-Jul-02,0,241.8,551.5,0,0,0,0,0,11-Sep-46,2002,241.8,0,241.8
11,2,07-May-03,10-May-03,0,229.24,581.64,0,0,0,0,0,11-Sep-46,2003,229.24,0,229.24
11,1,08-May-03,10-May-03,0,88.95,256.6,0,0,0,0,0,11-Sep-46,2003,88.95,0,88.95
11,6,08-May-03,11-May-03,0,126.41,161.55,0,0,0,0,0,11-Sep-46,2003,126.41,0,126.41
11,5,09-Apr-04,09-Apr-04,0,194.83,204.1,0,0,0,0,0,11-Sep-46,2004,194.83,0,194.83
11,2,09-Nov-03,12-Nov-03,0,175.98,386.75,0,129.44,0,0,0,11-Sep-46,2003,175.98,129.44,46.54
11,6,10-Nov-03,12-Nov-03,0,120.12,204.49,0,36.96,0,0,0,11-Sep-46,2003,120.12,36.96,83.16
11,1,11-Nov-03,13-Nov-03,0,10.02,15,0,32.76,0,0,0,11-Sep-46,2003,10.02,32.76,-22.74
11,5,24-Apr-04,24-Apr-04,0,160.26,-67.72,0,0,0,0,0,11-Sep-46,2004,160.26,0,160.26
11,2,25-Jul-04,28-Jul-04,0,168.1,399.59,0,0,0,0,0,11-Sep-46,2004,168.1,0,168.1
11,1,26-Jul-04,28-Jul-04,0,24.15,90.05,0,0,0,0,0,11-Sep-46,2004,24.15,0,24.15
11,3,27-Jul-04,28-Jul-04,0,14.75,50,0,0,0,0,0,11-Sep-46,2004,14.75,0,14.75
11,5,28-Jul-04,28-Jul-04,0,0,0,0,0,0,0,0,11-Sep-46,2004,0,0,0
12,1,01-Mar-03,01-Mar-03,0,0,0,0,0,0,0,0,17-Jul-49,2003,0,0,0
12,3,01-Mar-03,01-Mar-03,0,0,0,0,0,0,0,0,17-Jul-49,2003,0,0,0
12,1,06-Oct-02,06-Oct-02,0,39.2,150.5,0,0,0,0,0,17-Jul-49,2002,39.2,0,39.2
12,3,06-Oct-04,06-Oct-04,0,38.61,169,0,0,0,0,0,17-Jul-49,2004,38.61,0,38.61
12,3,08-Oct-02,08-Oct-02,0,23.92,1.75,0,0,0,0,0,17-Jul-49,2002,23.92,0,23.92
12,6,13-Feb-04,14-Feb-04,0,46.41,-265.5,0,0,0,0,0,17-Jul-49,2004,46.41,0,46.41
12,6,27-Feb-03,01-Mar-03,0,191.03,261.25,0,0,0,0,0,17-Jul-49,2003,191.03,0,191.03
13,5,07-Jun-03,07-Jun-03,25.8,19.51,183.5,0,0,0,0,0,02-Jun-55,2003,45.31,0,45.31
13,4,08-Jan-03,12-Jan-03,1454.43,482.6,1117,7250,540,352.99,0,0,02-Jun-55,2003,1937.03,892.99,1044.04
13,4,12-Sep-02,15-Sep-02,916.46,421.01,1075.5,6350,395,39.78,0,0,02-Jun-55,2002,1337.47,434.78,902.69
13,5,15-Jun-02,15-Jun-02,96.24,0,0,200,0,0,0,0,02-Jun-55,2002,96.24,0,96.24
13,4,16-Jan-02,23-Jan-02,3198.38,344.96,1085,2925,330,465.95,0,0,02-Jun-55,2002,3543.34,795.95,2747.39
13,4,17-Jan-04,22-Jan-04,1350.13,577.51,835,1085,512.3,457.14,0,0,02-Jun-55,2004,1927.64,969.44,958.2
13,4,20-Sep-02,20-Sep-02,0,0,0,0,0,0,0,0,02-Jun-55,2002,0,0,0
13,5,22-Jan-04,22-Jan-04,0,0,0,0,0,0,0,0,02-Jun-55,2004,0,0,0
13,5,24-May-03,24-May-03,171.08,0,0,1000,0,0,0,0,02-Jun-55,2003,171.08,0,171.08
14,3,02-Jul-03,07-Jul-03,0,1072.87,3587.1,0,600,355.57,0,0,31-Oct-39,2003,1072.87,955.57,117.3
14,3,06-May-02,06-May-02,0,0,0,0,0,0,0,0,31-Oct-39,2002,0,0,0
14,3,10-Jan-02,10-Jan-02,0,0,0,0,0,0,0,0,31-Oct-39,2002,0,0,0
14,3,10-Sep-02,10-Sep-02,0,0,0,0,0,0,0,0,31-Oct-39,2002,0,0,0
14,3,12-Nov-03,16-Nov-03,0,2611.86,3674.8,0,440,167.38,0,0,31-Oct-39,2003,2611.86,607.38,2004.48
14,3,13-Nov-02,17-Nov-02,0,3074.33,8325,0,440,302.73,0,0,31-Oct-39,2002,3074.33,742.73,2331.6
14,4,13-Nov-03,16-Nov-03,0,162.7,49.1,0,0,0,0,0,31-Oct-39,2003,162.7,0,162.7
14,3,14-May-03,18-May-03,0,1028.31,2439.75,0,440,180.42,0,0,31-Oct-39,2003,1028.31,620.42,407.89
14,3,16-Jan-03,20-Jan-03,0,2283.39,10461,0,600,332.59,0,0,31-Oct-39,2003,2283.39,932.59,1350.8
14,3,18-Jun-02,23-Jun-02,0,2280.19,9361,0,479.6,143.09,0,0,31-Oct-39,2002,2280.19,622.69,1657.5
14,3,18-Sep-02,22-Sep-02,23.4,1943.8,12182.7,100,469.95,224.01,0,0,31-Oct-39,2002,1967.2,693.96,1273.24
14,3,19-Feb-03,25-Feb-03,0,2387.51,11513.95,0,820,362.53,0,35,31-Oct-39,2003,2387.51,1217.53,1169.98
14,3,21-Aug-02,26-Aug-02,0,1912.53,10441.45,0,479.6,171.88,0,0,31-Oct-39,2002,1912.53,651.48,1261.05
14,8,25-Jun-04,27-Jun-04,0,372.84,1247.2,0,75,25.5,0,0,31-Oct-39,2004,372.84,100.5,272.34
14,3,25-Oct-02,27-Oct-02,15.91,384.45,3660.95,-200,260,125.36,0,0,31-Oct-39,2002,400.36,385.36,15
14,3,26-Apr-02,01-May-02,0,3007.02,5882.35,0,436,175.5,0,0,31-Oct-39,2002,3007.02,611.5,2395.52
14,3,26-Feb-02,03-Mar-02,0,3500.39,8770.5,0,479.6,147.99,0,0,31-Oct-39,2002,3500.39,627.59,2872.8
14,3,26-Jun-04,26-Jun-04,0,0,0,0,0,0,0,0,31-Oct-39,2004,0,0,0
14,3,29-Aug-03,04-Sep-03,0,1440.22,2698.2,0,470,123.3,0,0,31-Oct-39,2003,1440.22,593.3,846.92
14,3,30-Dec-03,03-Jan-04,0,2424.83,5109.55,0,640,382.17,0,0,31-Oct-39,2003,2424.83,1022.17,1402.66
16,3,01-Oct-04,02-Oct-04,0,0,0,0,0,0,0,0,01-Aug-60,2004,0,0,0
16,5,02-Oct-04,02-Oct-04,0,0,0,0,196.59,0,0,0,01-Aug-60,2004,0,196.59,-196.59
16,3,03-Jun-03,05-Jun-03,0,158.78,518.75,0,0,0,0,0,01-Aug-60,2003,158.78,0,158.78
16,3,09-Jan-04,10-Jan-04,0,304,718.15,0,130,0,0,0,01-Aug-60,2004,304,130,174
16,3,21-May-03,24-May-03,0,0,0,0,0,0,0,0,01-Aug-60,2003,0,0,0
16,3,25-Dec-02,28-Dec-02,0,550.98,-1797.7,0,0,0,0,0,01-Aug-60,2002,550.98,0,550.98
16,3,26-Nov-04,27-Nov-04,0,383.12,-122.85,0,0,0,0,0,01-Aug-60,2004,383.12,0,383.12
16,3,28-Nov-03,30-Nov-03,0,547.8,1198.45,0,0,0,0,0,01-Aug-60,2003,547.8,0,547.8
17,1,03-Dec-04,05-Dec-04,0,80.35,190,0,0,0,0,0,20-Sep-26,2004,80.35,0,80.35
17,2,04-Dec-04,04-Dec-04,0,0,0,0,0,0,0,0,20-Sep-26,2004,0,0,0
17,3,04-Dec-04,04-Dec-04,0,47.2,266,0,0,0,0,0,20-Sep-26,2004,47.2,0,47.2
17,4,04-Dec-04,04-Dec-04,0,0,0,0,0,0,0,0,20-Sep-26,2004,0,0,0
17,1,18-Jul-02,18-Jul-02,0,92.54,221,0,0,0,0,0,20-Sep-26,2002,92.54,0,92.54
17,4,18-Jul-02,18-Jul-02,0,18.9,223,0,0,0,0,0,20-Sep-26,2002,18.9,0,18.9
17,2,19-Jul-02,19-Jul-02,0,42.75,174,0,0,0,0,0,20-Sep-26,2002,42.75,0,42.75
17,1,28-Jun-03,29-Jun-03,0,55.89,240,0,0,0,0,0,20-Sep-26,2003,55.89,0,55.89
17,2,28-Jun-03,29-Jun-03,0,54.41,278,0,0,0,0,0,20-Sep-26,2003,54.41,0,54.41
18,1,25-Apr-04,29-Apr-04,0,534.69,-253.5,0,46.02,0,0,0,19-Jul-41,2004,534.69,46.02,488.67
18,2,25-Apr-04,29-Apr-04,0,19.53,-70,0,0,0,0,0,19-Jul-41,2004,19.53,0,19.53
18,1,27-Apr-03,01-May-03,0,631.22,572.25,0,199.33,0,0,0,19-Jul-41,2003,631.22,199.33,431.89
18,1,28-Apr-02,02-May-02,0,722.28,2072.5,0,0,0,0,0,19-Jul-41,2002,722.28,0,722.28
18,2,28-Apr-03,01-May-03,0,64.11,-60,0,10.67,0,0,0,19-Jul-41,2003,64.11,10.67,53.44
18,3,28-Apr-04,29-Apr-04,0,49.76,-215,0,0,0,0,0,19-Jul-41,2004,49.76,0,49.76
18,4,28-Apr-04,29-Apr-04,0,19.24,40,0,0,0,0,0,19-Jul-41,2004,19.24,0,19.24
18,6,28-Apr-04,28-Apr-04,0,0,0,0,3.97,0,0,0,19-Jul-41,2004,0,3.97,-3.97
18,3,29-Apr-03,01-May-03,0,31.48,20,0,0,0,0,0,19-Jul-41,2003,31.48,0,31.48
18,6,30-Apr-03,01-May-03,0,26.48,49,0,0,0,0,0,19-Jul-41,2003,26.48,0,26.48
19,4,09-Dec-02,09-Dec-02,0,1.52,9.25,0,0,0,0,0,26-Sep-35,2002,1.52,0,1.52
19,1,11-Dec-04,14-Dec-04,0,15.69,21.25,0,0,0,0,0,26-Sep-35,2004,15.69,0,15.69
19,2,11-Dec-04,14-Dec-04,0,28.57,35.75,0,0,0,0,0,26-Sep-35,2004,28.57,0,28.57
19,3,12-Dec-04,12-Dec-04,0,20.08,-57.7,0,0,0,0,0,26-Sep-35,2004,20.08,0,20.08
19,4,13-Dec-04,13-Dec-04,0,7.87,-5,0,0,0,0,0,26-Sep-35,2004,7.87,0,7.87
20,1,01-May-02,01-May-02,0,2.22,6.75,0,0,0,0,0,04-Jun-31,2002,2.22,0,2.22
20,1,03-Jun-03,05-Jun-03,0,18.71,-3709.75,0,0,0,0,0,04-Jun-31,2003,18.71,0,18.71
20,1,04-Sep-03,05-Sep-03,0,7.96,51.1,0,0,0,0,0,04-Jun-31,2003,7.96,0,7.96
20,1,05-May-04,05-May-04,0,24.88,120,0,0,0,0,0,04-Jun-31,2004,24.88,0,24.88
20,1,06-Nov-04,06-Nov-04,15.56,98.36,377,200,0,0,0,0,04-Jun-31,2004,113.92,0,113.92
20,1,07-Jul-04,07-Jul-04,0,8.16,-56,0,0,0,0,0,04-Jun-31,2004,8.16,0,8.16
20,3,07-Nov-04,07-Nov-04,16.12,0,0,0,0,0,0,0,04-Jun-31,2004,16.12,0,16.12
20,1,10-Mar-03,10-Mar-03,0,0.86,-5,0,0,0,0,0,04-Jun-31,2003,0.86,0,0.86
20,1,15-Dec-04,20-Dec-04,0,102.27,279.25,0,0,0,0,0,04-Jun-31,2004,102.27,0,102.27
20,6,20-Dec-04,20-Dec-04,8.75,0.69,5,200,0,0,0,0,04-Jun-31,2004,9.44,0,9.44
20,1,21-Dec-03,22-Dec-03,0,36.17,12.5,0,0,0,0,0,04-Jun-31,2003,36.17,0,36.17
20,6,21-Dec-03,21-Dec-03,0,1.89,-5.25,0,0,0,0,0,04-Jun-31,2003,1.89,0,1.89
20,1,23-Nov-03,25-Nov-03,0,32.69,82.75,0,0,0,0,0,04-Jun-31,2003,32.69,0,32.69
20,1,29-Dec-02,29-Dec-02,0,8.07,-56,0,0,0,0,0,04-Jun-31,2002,8.07,0,8.07
21,3,07-Jul-04,08-Jul-04,0,11.09,19,0,0,0,0,0,28-Dec-50,2004,11.09,0,11.09
21,3,09-Jul-02,10-Jul-02,0,79.24,328.15,0,0,0,0,0,28-Dec-50,2002,79.24,0,79.24
21,3,21-Jul-03,22-Jul-03,0,56.65,173.7,0,0,0,0,0,28-Dec-50,2003,56.65,0,56.65
21,3,27-Apr-03,27-Apr-03,0,9.92,20.25,0,0,0,0,0,28-Dec-50,2003,9.92,0,9.92
21,1,28-Apr-03,28-Apr-03,0,4.85,39.5,0,0,0,0,0,28-Dec-50,2003,4.85,0,4.85
23,1,04-Dec-02,08-Dec-02,0,611.91,1260.75,0,0,0,0,0,05-Oct-40,2002,611.91,0,611.91
23,3,06-Dec-02,08-Dec-02,0,116.01,284.45,0,0,0,0,0,05-Oct-40,2002,116.01,0,116.01
23,2,07-Dec-02,08-Dec-02,0,28.27,54.8,0,0,0,0,0,05-Oct-40,2002,28.27,0,28.27
23,6,07-Dec-02,08-Dec-02,0,40.65,19.8,0,0,0,0,0,05-Oct-40,2002,40.65,0,40.65
24,1,02-Aug-02,03-Aug-02,24.8,0,0,0,0,0,0,0,04-Aug-40,2002,24.8,0,24.8
24,3,08-Aug-03,10-Aug-03,26.39,31.42,147,100,0,0,0,0,04-Aug-40,2003,57.81,0,57.81
24,3,23-May-03,23-May-03,0,10.67,-232,0,0,0,0,0,04-Aug-40,2003,10.67,0,10.67
25,6,07-Aug-02,07-Aug-02,0,150.31,288.75,0,0,0,0,0,09-Feb-64,2002,150.31,0,150.31
25,1,11-Aug-02,11-Aug-02,0,51.83,95,0,0,0,0,0,09-Feb-64,2002,51.83,0,51.83
25,2,11-Aug-02,11-Aug-02,0,22.03,124.75,0,0,0,0,0,09-Feb-64,2002,22.03,0,22.03
25,6,11-Jun-04,11-Jun-04,0,68.76,97.75,0,0,0,0,0,09-Feb-64,2004,68.76,0,68.76
25,3,12-Jun-04,12-Jun-04,0,34.55,63.75,0,0,0,0,0,09-Feb-64,2004,34.55,0,34.55
25,8,13-Sep-04,17-Sep-04,0,109.78,273,0,32.934,22.5,0,0,09-Feb-64,2004,109.78,55.434,54.346
25,5,14-Sep-04,16-Sep-04,0,0,0,0,32.07,34.39,0,9.69,09-Feb-64,2004,0,76.15,-76.15
25,6,16-Jan-03,21-Jan-03,0,194.69,202.75,0,69.25,9.72,0,0,09-Feb-64,2003,194.69,78.97,115.72
25,1,17-Jan-03,21-Jan-03,0,21.31,70,0,14.63,0,0,0,09-Feb-64,2003,21.31,14.63,6.68
25,2,17-Jan-03,21-Jan-03,0,878.54,1880.5,0,263.12,50.28,0,0,09-Feb-64,2003,878.54,313.4,565.14
25,4,18-Jan-03,18-Jan-03,0,37.61,182.75,0,0,0,0,0,09-Feb-64,2003,37.61,0,37.61
25,8,23-Nov-04,27-Nov-04,0,1114.42,1560.75,0,195,178.44,0,0,09-Feb-64,2004,1114.42,373.44,740.98
25,8,27-Oct-04,30-Oct-04,0,756.19,-442,0,199.0442,0,0,0,09-Feb-64,2004,756.19,199.0442,557.1458
25,3,29-Oct-04,29-Oct-04,0,0,0,0,0,0,0,0,09-Feb-64,2004,0,0,0
25,6,29-Oct-04,29-Oct-04,0,0,0,0,0,0,0,0,09-Feb-64,2004,0,0,0
25,4,31-Oct-03,31-Oct-03,0,0,0,0,0,0,0,0,09-Feb-64,2003,0,0,0
25,6,31-Oct-03,31-Oct-03,0,163.85,158.25,0,0,0,0,0,09-Feb-64,2003,163.85,0,163.85
26,3,10-Mar-02,10-Mar-02,0,12.57,53,0,0,0,0,0,14-Jan-39,2002,12.57,0,12.57
26,3,14-Sep-04,14-Sep-04,0,0,0,0,0,0,0,0,14-Jan-39,2004,0,0,0
26,1,21-Feb-03,21-Feb-03,0,0,0,0,13.89,0,0,0,14-Jan-39,2003,0,13.89,-13.89
26,3,21-Feb-03,22-Feb-03,0,27.1,49.45,0,11.91,0,0,0,14-Jan-39,2003,27.1,11.91,15.19
27,3,09-Sep-02,09-Sep-02,0,2.26,5,0,0,0,0,0,20-Jan-66,2002,2.26,0,2.26
27,4,09-Sep-02,09-Sep-02,0,5.31,2.85,0,0,0,0,0,20-Jan-66,2002,5.31,0,5.31
28,3,11-Oct-02,14-Oct-02,0,145.43,24,0,0,0,0,0,23-Jul-57,2002,145.43,0,145.43
30,1,07-Nov-04,10-Nov-04,0,3.05,9.99,0,0,0,0,0,04-Mar-68,2004,3.05,0,3.05
30,4,08-Nov-04,08-Nov-04,0,1.46,6,0,0,0,0,0,04-Mar-68,2004,1.46,0,1.46
30,5,08-Oct-04,08-Oct-04,0,14.29,-11.4,0,0,0,0,0,04-Mar-68,2004,14.29,0,14.29
30,1,13-Sep-04,17-Sep-04,0,17.26,26,0,0,0,0,0,04-Mar-68,2004,17.26,0,17.26
30,2,13-Sep-04,16-Sep-04,0,8.98,9,0,0,0,0,0,04-Mar-68,2004,8.98,0,8.98
30,6,14-Jan-03,21-Jan-03,0,25.98,76.9,0,0,0,0,0,04-Mar-68,2003,25.98,0,25.98
30,6,14-Sep-04,14-Sep-04,0,0.96,5,0,0,0,0,0,04-Mar-68,2004,0.96,0,0.96
30,2,15-Jan-03,20-Jan-03,0,2.16,10,0,0,0,0,0,04-Mar-68,2003,2.16,0,2.16
30,3,16-Jan-03,20-Jan-03,0,5.53,-10,0,0,0,0,0,04-Mar-68,2003,5.53,0,5.53
30,1,17-Sep-04,17-Sep-04,0,0,0,0,0,0,0,0,04-Mar-68,2004,0,0,0
30,6,17-Sep-04,17-Sep-04,0,0,0,0,0,0,0,0,04-Mar-68,2004,0,0,0
30,1,18-Apr-04,25-Apr-04,0,21.61,33.71,0,0,0,0,0,04-Mar-68,2004,21.61,0,21.61
30,6,18-Apr-04,21-Apr-04,0,14.07,32,0,0,0,0,0,04-Mar-68,2004,14.07,0,14.07
30,4,19-Apr-04,19-Apr-04,0,3.34,-0.2,0,0,0,0,0,04-Mar-68,2004,3.34,0,3.34
30,1,20-Apr-02,22-Apr-02,0,6.82,12.55,0,0,0,0,0,04-Mar-68,2002,6.82,0,6.82
