HOTEL_CUSTOMER_ID,PLAYER_ID,FOL_ACT_ARR_DATE,FOL_ACT_DEP_DATE,DEBIT_TTL,CREDIT_TTL,Rev_TTL,Earnings_TTL,ROOMDEBIT,ROOMCREDIT,Room_Rev,Room_Earnings,OTHERDEBIT,OTHERCREDIT,Other_Rev,Other_Earnings,FNBDEBIT,FNBCREDIT,FNB_Rev,FNB_Earnings,ENTERTNDEBIT,ENTERTNCREDIT,Entertn_Rev,Entertn_Earnings,RETLCREDIT,RETLDEBIT,Retl_Rev,Retl_Earnings,TOTAL_CHARGES,Is Casino
6,2497,22-Nov-2002,24-Nov-2002,108.94,0,108.94,21.788,0,0,0,0,108.94,0,108.94,21.788,0,0,0,0,0,0,0,0,0,0,0,0,108.94,1
6,2497,27-Mar-2003,28-Mar-2003,65.34,0,65.34,13.068,65.34,0,65.34,13.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.34,1
6,2497,28-Jun-2002,30-Jun-2002,469.44,0,469.44,96.5728,435.88,0,435.88,87.176,0,0,0,0,33.56,0,33.56,9.3968,0,0,0,0,0,0,0,0,469.44,1
7,756,11-Sep-2003,15-Sep-2003,3,0,3,0.84,0,0,0,0,0,0,0,0,3,0,3,0.84,0,0,0,0,0,0,0,0,3,0
7,756,12-Sep-2003,15-Sep-2003,25,0,25,5,0,0,0,0,25,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7,756,15-Feb-2002,17-Feb-2002,80,0,80,16,0,0,0,0,80,0,80,16,0,0,0,0,0,0,0,0,0,0,0,0,80,0
9,2131,9-Nov-2002,10-Nov-2002,585.06,0,585.06,193.3976,261.49,0,261.49,52.298,4,0,4,0.8,88.57,0,88.57,24.7996,231,0,231,115.5,0,0,0,0,585.06,1
9,2131,27-Dec-2003,29-Dec-2003,138.85,0,138.85,27.77,119.85,0,119.85,23.97,19,0,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,138.85,1
10,1494,7-Apr-2002,11-Apr-2002,564.75,0,564.75,112.95,545,0,545,109,19.75,0,19.75,3.95,0,0,0,0,0,0,0,0,0,0,0,0,564.75,0
11,1429,8-Dec-2002,10-Dec-2002,124.99,0,124.99,34.118,0,0,0,0,10.99,0,10.99,2.198,114,0,114,31.92,0,0,0,0,0,0,0,0,124.99,1
11,1429,8-Dec-2002,10-Dec-2002,11.08,0,11.08,2.216,0,0,0,0,11.08,0,11.08,2.216,0,0,0,0,0,0,0,0,0,0,0,0,11.08,1
13,799,1-Feb-2002,4-Feb-2002,90.14,0,90.14,18.028,87.14,0,87.14,17.428,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,90.14,1
13,799,24-Jan-2003,27-Jan-2003,32.62,0,32.62,7.4536,0,0,0,0,21,0,21,4.2,11.62,0,11.62,3.2536,0,0,0,0,0,0,0,0,32.62,1
14,291,27-Dec-2002,29-Dec-2002,229,289.88,-60.88,-92.176,229,189.88,39.12,7.824,0,0,0,0,0,0,0,0,0,100,-100,-100,0,0,0,0,-60.88,1
17,478,1-May-2002,2-May-2002,107.91,0,107.91,21.582,107.91,0,107.91,21.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.91,1
18,3558,14-Oct-2004,15-Oct-2004,153.73,0,153.73,30.746,130.75,0,130.75,26.15,22.98,0,22.98,4.596,0,0,0,0,0,0,0,0,0,0,0,0,153.73,0
18,3558,20-May-2002,21-May-2002,263.22,0,263.22,52.644,203.22,0,203.22,40.644,60,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,263.22,0
18,3558,21-Jan-2002,22-Jan-2002,416.73,0,416.73,83.346,235.09,0,235.09,47.018,181.64,0,181.64,36.328,0,0,0,0,0,0,0,0,0,0,0,0,416.73,0
18,3558,31-Jul-2002,2-Aug-2002,361.75,0,361.75,74.4204,335.87,0,335.87,67.174,0,0,0,0,25.88,0,25.88,7.2464,0,0,0,0,0,0,0,0,361.75,0
20,781,19-Jan-2002,20-Jan-2002,20,0,20,4,0,0,0,0,20,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,20,1
21,341,12-Oct-2002,14-Oct-2002,5.73,0,5.73,1.6044,0,0,0,0,0,0,0,0,5.73,0,5.73,1.6044,0,0,0,0,0,0,0,0,5.73,1
21,341,20-Apr-2002,22-Apr-2002,128.62,0,128.62,36.0136,0,0,0,0,0,0,0,0,128.62,0,128.62,36.0136,0,0,0,0,0,0,0,0,128.62,1
21,341,24-Mar-2002,27-Mar-2002,487.19,0,487.19,221.6132,0,0,0,0,2,0,2,0.4,97.19,0,97.19,27.2132,388,0,388,194,0,0,0,0,487.19,1
22,1543,20-Jun-2002,24-Jun-2002,1085.16,0,1085.16,241.8,740.96,0,740.96,148.192,34.6,0,34.6,6.92,309.6,0,309.6,86.688,0,0,0,0,0,0,0,0,1085.16,0
22,1543,24-Jun-2004,28-Jun-2004,1440.03,0,1440.03,295.1132,1133.4,0,1133.4,226.68,8.99,0,8.99,1.798,284.59,0,284.59,79.6852,0,0,0,0,0,13.05,-13.05,-13.05,1440.03,0
22,1543,26-Jun-2003,30-Jun-2003,967.32,0,967.32,194.6768,828.16,0,828.16,165.632,12,0,12,2.4,120.16,0,120.16,33.6448,0,0,0,0,0,7,-7,-7,967.32,0
23,5095,11-May-2004,13-May-2004,1076.63,25,1051.63,263.85,359.6,0,359.6,71.92,22.98,0,22.98,4.596,694.05,25,669.05,187.334,0,0,0,0,0,0,0,0,1051.63,1
23,5095,15-Nov-2002,20-Nov-2002,1087.4,0,1087.4,217.48,599.2,0,599.2,119.84,488.2,0,488.2,97.64,0,0,0,0,0,0,0,0,0,0,0,0,1087.4,1
23,5095,26-Mar-2004,27-Mar-2004,2050.79,0,2050.79,447.8244,1046.35,0,1046.35,209.27,533.61,0,533.61,106.722,470.83,0,470.83,131.8324,0,0,0,0,0,0,0,0,2050.79,1
24,1630,9-Apr-2003,13-Apr-2003,790.88,0,790.88,168.6144,610.4,0,610.4,122.08,50,0,50,10,130.48,0,130.48,36.5344,0,0,0,0,0,0,0,0,790.88,1
24,1630,11-Apr-2002,15-Apr-2002,584.63,0,584.63,124.5796,413.96,0,413.96,82.792,75,0,75,15,95.67,0,95.67,26.7876,0,0,0,0,0,0,0,0,584.63,1
24,1630,15-Apr-2002,16-Apr-2002,87.14,0,87.14,17.428,87.14,0,87.14,17.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.14,1
24,1630,20-Oct-2004,21-Oct-2004,164.72,0,164.72,35.6616,130.75,0,130.75,26.15,0,0,0,0,33.97,0,33.97,9.5116,0,0,0,0,0,0,0,0,164.72,1
24,1630,21-Apr-2004,25-Apr-2004,53.75,0,53.75,12.67,0,0,0,0,29.75,0,29.75,5.95,24,0,24,6.72,0,0,0,0,0,0,0,0,53.75,1
25,2098,9-Dec-2002,11-Dec-2002,141.64,0,141.64,28.328,0,0,0,0,141.64,0,141.64,28.328,0,0,0,0,0,0,0,0,0,0,0,0,141.64,1
25,2098,21-Jul-2002,25-Jul-2002,245.3,0,245.3,53.0024,196.02,0,196.02,39.204,0,0,0,0,49.28,0,49.28,13.7984,0,0,0,0,0,0,0,0,245.3,1
25,2098,28-Sep-2003,2-Oct-2003,265.32,0,265.32,53.3776,261.4,0,261.4,52.28,0,0,0,0,3.92,0,3.92,1.0976,0,0,0,0,0,0,0,0,265.32,1
25,2098,29-Apr-2002,3-May-2002,87.14,0,87.14,17.428,0,0,0,0,87.14,0,87.14,17.428,0,0,0,0,0,0,0,0,0,0,0,0,87.14,1
25,2098,29-Apr-2002,3-May-2002,271.58,0,271.58,57.7448,228.72,0,228.72,45.744,0,0,0,0,42.86,0,42.86,12.0008,0,0,0,0,0,0,0,0,271.58,1
26,3127,20-Apr-2003,23-Apr-2003,175.36,0,175.36,43.7136,65.34,0,65.34,13.068,2,0,2,0.4,108.02,0,108.02,30.2456,0,0,0,0,0,0,0,0,175.36,1
26,3127,23-Aug-2002,26-Aug-2002,208.19,0,208.19,49.5764,65.34,0,65.34,13.068,43.62,0,43.62,8.724,99.23,0,99.23,27.7844,0,0,0,0,0,0,0,0,208.19,1
26,3127,25-Aug-2002,26-Aug-2002,27.25,0,27.25,5.45,27.25,0,27.25,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.25,1
28,254,1-Feb-2002,2-Feb-2002,168.44,0,168.44,33.688,163.44,0,163.44,32.688,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,168.44,0
28,254,29-Jan-2002,1-Feb-2002,260.67,0,260.67,59.042,161.32,0,161.32,32.264,13,0,13,2.6,86.35,0,86.35,24.178,0,0,0,0,0,0,0,0,260.67,0
29,6470,5-Jul-2002,7-Jul-2002,427.2,0,427.2,93.2024,224.54,0,224.54,44.908,105.63,0,105.63,21.126,97.03,0,97.03,27.1684,0,0,0,0,0,0,0,0,427.2,0
30,1559,16-Oct-2002,19-Oct-2002,299.42,0,299.42,59.884,294.12,0,294.12,58.824,5.3,0,5.3,1.06,0,0,0,0,0,0,0,0,0,0,0,0,299.42,0
30,1559,26-Jun-2003,29-Jun-2003,528.59,0,528.59,110.0876,473.97,0,473.97,94.794,0,0,0,0,54.62,0,54.62,15.2936,0,0,0,0,0,0,0,0,528.59,0
31,108,11-Jun-2002,12-Jun-2002,76.24,0,76.24,15.248,76.24,0,76.24,15.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.24,1
33,1142,23-Aug-2002,25-Aug-2002,75,0,75,21,0,0,0,0,0,0,0,0,75,0,75,21,0,0,0,0,0,0,0,0,75,1
34,5825,26-Sep-2002,29-Sep-2002,542.79,0,542.79,111.6316,490.32,0,490.32,98.064,14.05,0,14.05,2.81,38.42,0,38.42,10.7576,0,0,0,0,0,0,0,0,542.79,0
37,507,3-Nov-2002,3-Nov-2002,14.99,0,14.99,3.398,0,0,0,0,9.99,0,9.99,1.998,5,0,5,1.4,0,0,0,0,0,0,0,0,14.99,1
37,507,4-Oct-2004,9-Oct-2004,49.44,0,49.44,11.552,28.64,0,28.64,5.728,0,0,0,0,20.8,0,20.8,5.824,0,0,0,0,0,0,0,0,49.44,1
37,507,10-Mar-2004,15-Mar-2004,423.68,0,423.68,-8.864,0,0,0,0,217.68,0,217.68,43.536,120,0,120,33.6,0,0,0,0,0,86,-86,-86,423.68,1
37,507,10-Mar-2004,14-Mar-2004,1041.83,0,1041.83,-17.21,0,0,0,0,679.45,0,679.45,135.89,163.5,0,163.5,45.78,0,0,0,0,0,198.88,-198.88,-198.88,1041.83,1
37,507,12-Mar-2004,14-Mar-2004,2,0,2,0.4,0,0,0,0,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
37,507,13-Oct-2004,17-Oct-2004,4570.77,0,4570.77,965.242,1374.67,0,1374.67,274.934,540.06,0,540.06,108.012,2529.95,0,2529.95,708.386,0,0,0,0,0,126.09,-126.09,-126.09,4570.77,1
38,6031,19-Oct-2002,24-Oct-2002,798.13,0,798.13,159.626,498.13,0,498.13,99.626,300,0,300,60,0,0,0,0,0,0,0,0,0,0,0,0,798.13,1
38,6031,19-Oct-2002,19-Oct-2002,300,0,300,60,0,0,0,0,300,0,300,60,0,0,0,0,0,0,0,0,0,0,0,0,300,1
39,690,12-Aug-2004,16-Aug-2004,6757.64,0,6757.64,1842.04,140.08,0,140.08,28.016,366,0,366,73.2,6244.05,0,6244.05,1748.334,0,0,0,0,0,7.51,-7.51,-7.51,6757.64,1
39,690,25-Apr-2002,28-Apr-2002,10,0,10,2.8,0,0,0,0,0,0,0,0,10,0,10,2.8,0,0,0,0,0,0,0,0,10,1
39,690,25-Apr-2002,28-Apr-2002,1287.1,0,1287.1,314.8976,37.98,0,37.98,7.596,530.65,0,530.65,106.13,718.47,0,718.47,201.1716,0,0,0,0,0,0,0,0,1287.1,1
39,690,25-Apr-2002,28-Apr-2002,149.5,0,149.5,40.78,0,0,0,0,13.5,0,13.5,2.7,136,0,136,38.08,0,0,0,0,0,0,0,0,149.5,1
39,690,25-Apr-2002,28-Apr-2002,3.95,0,3.95,1.026,0,0,0,0,1,0,1,0.2,2.95,0,2.95,0.826,0,0,0,0,0,0,0,0,3.95,1
39,690,26-Mar-2004,29-Mar-2004,360.31,0,360.31,78.518,140.4,0,140.4,28.08,78.09,0,78.09,15.618,138,0,138,38.64,0,0,0,0,0,3.82,-3.82,-3.82,360.31,1
40,1472,18-Jun-2002,23-Jun-2002,59.95,0,59.95,11.99,0,0,0,0,59.95,0,59.95,11.99,0,0,0,0,0,0,0,0,0,0,0,0,59.95,0
41,499,1-Mar-2002,9-Mar-2002,393.14,0,393.14,16.84,88.23,0,88.23,17.646,157.42,0,157.42,31.484,90,0,90,25.2,0,0,0,0,0,57.49,-57.49,-57.49,393.14,1
42,503,20-Jun-2002,24-Jun-2002,329.2,0,329.2,64.464,0,0,0,0,98.72,0,98.72,19.744,215,0,215,60.2,0,0,0,0,0,15.48,-15.48,-15.48,329.2,1
43,37,9-Jan-2002,13-Jan-2002,73.9,0,73.9,22.152,0,0,0,0,1,0,1,0.2,65.9,0,65.9,18.452,7,0,7,3.5,0,0,0,0,73.9,1
43,37,10-Jan-2002,13-Jan-2002,118.76,0,118.76,24.152,29.98,0,29.98,5.996,83.78,0,83.78,16.756,5,0,5,1.4,0,0,0,0,0,0,0,0,118.76,1
44,577,11-Oct-2002,12-Oct-2002,9.99,0,9.99,1.998,0,0,0,0,9.99,0,9.99,1.998,0,0,0,0,0,0,0,0,0,0,0,0,9.99,1
44,577,16-Aug-2002,18-Aug-2002,1,0,1,0.2,0,0,0,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45,5564,13-Aug-2002,16-Aug-2002,214.55,0,214.55,42.91,212.55,0,212.55,42.51,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,214.55,0
46,362,3-May-2002,5-May-2002,72.75,0,72.75,19.6508,8.99,0,8.99,1.798,0,0,0,0,63.76,0,63.76,17.8528,0,0,0,0,0,0,0,0,72.75,1
46,362,6-Nov-2004,8-Nov-2004,10,0,10,2.8,0,0,0,0,0,0,0,0,10,0,10,2.8,0,0,0,0,0,0,0,0,10,1
46,362,10-Feb-2002,13-Feb-2002,69.59,0,69.59,19.3252,0,0,0,0,2,0,2,0.4,67.59,0,67.59,18.9252,0,0,0,0,0,0,0,0,69.59,1
46,362,15-Sep-2002,18-Sep-2002,417.02,0,417.02,101.1392,75.33,0,75.33,15.066,120,0,120,24,221.69,0,221.69,62.0732,0,0,0,0,0,0,0,0,417.02,1
46,362,17-Sep-2004,20-Sep-2004,82.17,0,82.17,21.8884,0,0,0,0,13.99,0,13.99,2.798,68.18,0,68.18,19.0904,0,0,0,0,0,0,0,0,82.17,1
46,362,19-Dec-2003,22-Dec-2003,69.93,0,69.93,19.5804,0,0,0,0,0,0,0,0,69.93,0,69.93,19.5804,0,0,0,0,0,0,0,0,69.93,1
46,362,19-Dec-2003,22-Dec-2003,81.75,0,81.75,16.35,81.75,0,81.75,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,1
46,362,19-May-2003,22-May-2003,572.7,0,572.7,120.2008,454.53,0,454.53,90.906,47.41,0,47.41,9.482,70.76,0,70.76,19.8128,0,0,0,0,0,0,0,0,572.7,1
46,362,21-May-2004,24-May-2004,26,0,26,7.12,0,0,0,0,2,0,2,0.4,24,0,24,6.72,0,0,0,0,0,0,0,0,26,1
46,362,22-Mar-2003,28-Mar-2003,281.27,0,281.27,63.294,174.28,0,174.28,34.856,18.99,0,18.99,3.798,88,0,88,24.64,0,0,0,0,0,0,0,0,281.27,1
47,1468,8-Mar-2002,11-Mar-2002,633.37,0,633.37,139.542,466.52,0,466.52,93.304,6,0,6,1.2,160.85,0,160.85,45.038,0,0,0,0,0,0,0,0,633.37,0
48,453,18-Aug-2002,20-Aug-2002,3,0,3,0.6,0,0,0,0,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1
49,5660,18-Feb-2002,21-Feb-2002,371.79,0,371.79,74.358,371.79,0,371.79,74.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.79,0
50,3672,2-Jul-2003,5-Jul-2003,6,0,6,1.68,0,0,0,0,0,0,0,0,6,0,6,1.68,0,0,0,0,0,0,0,0,6,1
50,3672,3-Sep-2004,5-Sep-2004,20.41,0,20.41,5.7148,0,0,0,0,0,0,0,0,20.41,0,20.41,5.7148,0,0,0,0,0,0,0,0,20.41,1
50,3672,7-Mar-2002,10-Mar-2002,25.99,0,25.99,6.558,8.99,0,8.99,1.798,0,0,0,0,17,0,17,4.76,0,0,0,0,0,0,0,0,25.99,1
50,3672,13-May-2004,16-May-2004,326.85,0,326.85,65.37,326.85,0,326.85,65.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.85,1
50,3672,14-Nov-2002,17-Nov-2002,142.47,0,142.47,39.8916,0,0,0,0,0,0,0,0,142.47,0,142.47,39.8916,0,0,0,0,0,0,0,0,142.47,1
52,3859,19-Apr-2002,21-Apr-2002,303.02,0,303.02,60.604,303.02,0,303.02,60.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.02,0
53,6554,10-Apr-2003,11-Apr-2003,7.5,0,7.5,2.1,0,0,0,0,0,0,0,0,7.5,0,7.5,2.1,0,0,0,0,0,0,0,0,7.5,0
53,6554,12-Jan-2003,14-Jan-2003,30.5,0,30.5,6.62,0,0,0,0,0,0,0,0,29,0,29,8.12,0,0,0,0,0,1.5,-1.5,-1.5,30.5,0
53,6554,26-Sep-2002,27-Sep-2002,27,0,27,7.56,0,0,0,0,0,0,0,0,27,0,27,7.56,0,0,0,0,0,0,0,0,27,0
53,6554,30-Oct-2002,1-Nov-2002,27.89,0,27.89,7.2492,0,0,0,0,7,0,7,1.4,20.89,0,20.89,5.8492,0,0,0,0,0,0,0,0,27.89,0
55,769,18-Mar-2002,20-Mar-2002,987.89,0,987.89,241.97,8.99,0,8.99,1.798,424,0,424,84.8,554.9,0,554.9,155.372,0,0,0,0,0,0,0,0,987.89,0
56,1634,1-Feb-2002,4-Feb-2002,212.46,0,212.46,42.492,195.93,0,195.93,39.186,16.53,0,16.53,3.306,0,0,0,0,0,0,0,0,0,0,0,0,212.46,1
56,1634,30-May-2003,2-Jun-2003,294.3,0,294.3,58.86,294.3,0,294.3,58.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.3,1
57,318,18-Oct-2002,20-Oct-2002,327.88,0,327.88,98.576,217.88,0,217.88,43.576,0,0,0,0,0,0,0,0,110,0,110,55,0,0,0,0,327.88,0
57,318,25-Apr-2002,26-Apr-2002,27.39,0,27.39,7.6692,0,0,0,0,0,0,0,0,27.39,0,27.39,7.6692,0,0,0,0,0,0,0,0,27.39,0
58,515,4-Sep-2003,8-Sep-2003,93.29,0,93.29,18.658,0,0,0,0,93.29,0,93.29,18.658,0,0,0,0,0,0,0,0,0,0,0,0,93.29,1
58,515,6-Nov-2004,9-Nov-2004,22.24,0,22.24,4.608,0,0,0,0,20.24,0,20.24,4.048,2,0,2,0.56,0,0,0,0,0,0,0,0,22.24,1
58,515,8-Jul-2004,14-Jul-2004,144.2,0,144.2,32.8904,0,0,0,0,93.57,0,93.57,18.714,50.63,0,50.63,14.1764,0,0,0,0,0,0,0,0,144.2,1
58,515,8-Mar-2003,12-Mar-2003,69,0,69,13.8,0,0,0,0,69,0,69,13.8,0,0,0,0,0,0,0,0,0,0,0,0,69,1
58,515,9-Sep-2004,13-Sep-2004,36,0,36,10,0,0,0,0,1,0,1,0.2,35,0,35,9.8,0,0,0,0,0,0,0,0,36,1
58,515,10-Jul-2004,11-Jul-2004,19,0,19,5.32,0,0,0,0,0,0,0,0,19,0,19,5.32,0,0,0,0,0,0,0,0,19,1
58,515,10-Sep-2004,13-Sep-2004,31.67,0,31.67,6.8676,0,0,0,0,25,0,25,5,6.67,0,6.67,1.8676,0,0,0,0,0,0,0,0,31.67,1
58,515,11-Dec-2003,15-Dec-2003,62.06,0,62.06,12.412,0,0,0,0,62.06,0,62.06,12.412,0,0,0,0,0,0,0,0,0,0,0,0,62.06,1
58,515,11-Dec-2004,15-Dec-2004,54.92,0,54.92,15.2976,0,0,0,0,1,0,1,0.2,53.92,0,53.92,15.0976,0,0,0,0,0,0,0,0,54.92,1
58,515,11-Jul-2003,16-Jul-2003,335.25,0,335.25,73.446,185.3,0,185.3,37.06,70,0,70,14,79.95,0,79.95,22.386,0,0,0,0,0,0,0,0,335.25,1
58,515,12-Dec-2002,16-Dec-2002,155.04,0,155.04,31.008,98.04,0,98.04,19.608,57,0,57,11.4,0,0,0,0,0,0,0,0,0,0,0,0,155.04,1
58,515,12-Dec-2003,15-Dec-2003,228.26,0,228.26,50.5952,0,0,0,0,166.47,0,166.47,33.294,61.79,0,61.79,17.3012,0,0,0,0,0,0,0,0,228.26,1
58,515,13-Feb-2004,16-Feb-2004,7,0,7,1.8,0,0,0,0,2,0,2,0.4,5,0,5,1.4,0,0,0,0,0,0,0,0,7,1
58,515,17-Oct-2002,22-Oct-2002,66,0,66,13.2,0,0,0,0,66,0,66,13.2,0,0,0,0,0,0,0,0,0,0,0,0,66,1
58,515,21-Oct-2004,25-Oct-2004,26.45,0,26.45,5.29,0,0,0,0,26.45,0,26.45,5.29,0,0,0,0,0,0,0,0,0,0,0,0,26.45,1
58,515,22-Apr-2004,26-Apr-2004,1,0,1,0.2,0,0,0,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58,515,23-Oct-2003,27-Oct-2003,54,0,54,10.8,0,0,0,0,54,0,54,10.8,0,0,0,0,0,0,0,0,0,0,0,0,54,1
58,515,24-May-2003,27-May-2003,65,0,65,13,0,0,0,0,65,0,65,13,0,0,0,0,0,0,0,0,0,0,0,0,65,1
59,1506,18-Aug-2002,20-Aug-2002,119.9,20,99.9,3.98,119.9,0,119.9,23.98,0,20,-20,-20,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0
61,1550,3-Dec-2003,4-Dec-2003,76.25,0,76.25,15.25,76.25,0,76.25,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.25,0
61,1550,4-Jun-2002,6-Jun-2002,40,0,40,8,0,0,0,0,40,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,40,0
61,1550,4-Jun-2003,6-Jun-2003,174.28,0,174.28,34.856,174.28,0,174.28,34.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.28,0
61,1550,6-May-2003,8-May-2003,238.82,0,238.82,44.3352,196.08,0,196.08,39.216,0,0,0,0,37.39,0,37.39,10.4692,0,0,0,0,0,5.35,-5.35,-5.35,238.82,0
61,1550,9-Jul-2003,11-Jul-2003,335.37,0,335.37,71.9348,239.68,0,239.68,47.936,34.93,0,34.93,6.986,60.76,0,60.76,17.0128,0,0,0,0,0,0,0,0,335.37,0
61,1550,12-Jun-2002,13-Jun-2002,113.23,0,113.23,22.646,85.23,0,85.23,17.046,28,0,28,5.6,0,0,0,0,0,0,0,0,0,0,0,0,113.23,0
61,1550,13-May-2003,14-May-2003,87.14,0,87.14,17.428,87.14,0,87.14,17.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.14,0
61,1550,14-Jan-2003,17-Jan-2003,385.17,0,385.17,78.8356,337.66,0,337.66,67.532,24.99,0,24.99,4.998,22.52,0,22.52,6.3056,0,0,0,0,0,0,0,0,385.17,0
61,1550,17-Dec-2003,18-Dec-2003,139.87,0,139.87,29.8652,76.25,0,76.25,15.25,39.98,0,39.98,7.996,23.64,0,23.64,6.6192,0,0,0,0,0,0,0,0,139.87,0
61,1550,17-Oct-2002,18-Oct-2002,108.94,0,108.94,21.788,108.94,0,108.94,21.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.94,0
61,1550,17-Sep-2002,19-Sep-2002,162.47,0,162.47,32.494,162.47,0,162.47,32.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.47,0
61,1550,18-Mar-2003,19-Mar-2003,91.15,0,91.15,18.23,87.14,0,87.14,17.428,4.01,0,4.01,0.802,0,0,0,0,0,0,0,0,0,0,0,0,91.15,0
61,1550,19-Dec-2003,21-Dec-2003,185.25,0,185.25,37.05,0,0,0,0,185.25,0,185.25,37.05,0,0,0,0,0,0,0,0,0,0,0,0,185.25,0
61,1550,19-Jun-2002,20-Jun-2002,194.18,0,194.18,35.2624,94.22,0,94.22,18.844,40.63,0,40.63,8.126,52.83,0,52.83,14.7924,0,0,0,0,0,6.5,-6.5,-6.5,194.18,0
61,1550,20-Mar-2002,21-Mar-2002,87.14,0,87.14,17.428,87.14,0,87.14,17.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.14,0
61,1550,21-Aug-2003,23-Aug-2003,163.44,0,163.44,32.688,0,0,0,0,163.44,0,163.44,32.688,0,0,0,0,0,0,0,0,0,0,0,0,163.44,0
61,1550,25-Feb-2003,26-Feb-2003,76.24,0,76.24,15.248,76.24,0,76.24,15.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.24,0
61,1550,25-May-2004,26-May-2004,119.85,0,119.85,23.97,119.85,0,119.85,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.85,0
