CustomerID,MeanValue,LastTransaction,NoTransaction,Total Earnings,MonetoryPercentile,FrequencyPercentile,RecencyPercentile,MonetoryScore,FrequencyScore,RecencyScore,MonetoryWeightedScore,FrequencyWeightedScore,RecencyWeightedScore,FinalScore,FinalWeightedScore,Class Def,FinalCustomerClass,final_type
4276,41.38,6/16/2002,1,41.38,0.43621751,0,0.215458276,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4277,30.8,6/7/2002,1,30.8,0.362346101,0,0.198529412,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4278,78.9622,7/24/2002,2,157.9244,0.634575923,0.352941176,0.276504788,4,2,2,20,10,10,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
428,435.0123698,11/12/2004,63,27405.7793,0.932797538,0.985123119,0.880471956,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
4280,16.33,5/19/2002,1,16.33,0.231874145,0,0.173905609,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4281,196.79,4/16/2002,1,196.79,0.843365253,0,0.129445964,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4282,11.66,5/5/2002,1,11.66,0.183481532,0,0.157147743,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4283,1.5,5/17/2002,1,1.5,0.073529412,0,0.170827633,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4284,58.991,7/18/2002,2,117.982,0.543604651,0.352941176,0.267099863,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4286,65.61,4/24/2002,1,65.61,0.579172367,0,0.141928865,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
4287,207.612,5/28/2002,2,415.224,0.851744186,0.352941176,0.186388509,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4289,8.095,4/26/2002,2,16.19,0.152701778,0.352941176,0.143980848,1,2,1,5,10,5,20,1.333333333,All Low,Class-1,Casino
429,66.50853333,5/6/2004,3,199.5256,0.582421341,0.497435021,0.67373461,3,3,4,15,15,20,50,3.333333333,Moderate to High,Class-3,Hotel
4290,23.04,6/22/2002,2,46.08,0.293433653,0.352941176,0.225547196,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Casino
4291,271.68,8/13/2002,1,271.68,0.888337893,0,0.31378249,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4292,364.35,5/27/2002,1,364.35,0.916552668,0,0.183994528,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4293,283.18,5/26/2002,1,283.18,0.894322845,0,0.182284542,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4294,57.01,4/14/2002,2,114.02,0.530095759,0.352941176,0.127564979,3,2,1,15,10,5,30,2,All but little less freq,Class-2,Hotel & Casino
4296,66.34,6/29/2002,1,66.34,0.581908345,0,0.236149111,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4297,854.15,3/29/2002,1,854.15,0.965287278,0,0.102599179,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4298,72.4898,9/15/2004,6,434.9388,0.606874145,0.689466484,0.788474692,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Hotel & Casino
43,78.44333333,6/10/2003,3,235.33,0.631839945,0.497435021,0.525307798,4,3,3,20,15,15,50,3.333333333,Moderate to High,Class-3,Casino
430,2.385,3/15/2002,2,4.77,0.083276334,0.352941176,0.083618331,1,2,1,5,10,5,20,1.333333333,All Low,Class-1,Casino
4300,630.24,8/30/2002,1,630.24,0.953659371,0,0.349692202,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4301,81.82937143,5/3/2004,7,572.8056,0.644835841,0.732045144,0.672195622,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Hotel & Casino
4303,12573.225,5/11/2002,2,25146.45,0.997777018,0.352941176,0.16501368,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4305,9.796666667,4/18/2004,6,58.78,0.165868673,0.689466484,0.663132695,1,4,4,5,20,20,45,3,Moderate to High,Class-3,Casino
4306,55.6,3/22/2004,4,222.4,0.521887825,0.581395349,0.647229822,3,3,4,15,15,20,50,3.333333333,Moderate to High,Class-3,Casino
4307,124.1858,8/17/2004,2,248.3716,0.756155951,0.352941176,0.750683995,4,2,4,20,10,20,50,3.333333333,Moderate to High,Class-3,Casino
4308,4.39,4/19/2002,1,4.39,0.110807114,0,0.134404925,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4309,1.64,4/8/2002,1,1.64,0.075239398,0,0.119870041,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
431,24.83,11/16/2004,9,223.47,0.309507524,0.790697674,0.887653899,2,4,5,10,20,25,55,3.666666667,Moderate to High,Class-3,Casino
4310,31.56,8/19/2002,1,31.56,0.368160055,0,0.327291382,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4311,206.54,7/11/2002,1,206.54,0.85123119,0,0.255813953,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4312,10.275,2/23/2003,2,20.55,0.169630643,0.352941176,0.499487004,1,2,3,5,10,15,30,2,All but little less freq,Class-2,Casino
4313,78.263,5/20/2002,2,156.526,0.630813953,0.352941176,0.175273598,4,2,1,20,10,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4315,769.08,7/17/2002,1,769.08,0.961525308,0,0.265389877,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4316,15.57,5/29/2002,1,15.57,0.224863201,0,0.187243502,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4317,20.74,8/2/2002,1,20.74,0.272913817,0,0.292578659,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4318,30.8,8/12/2002,1,30.8,0.362346101,0,0.311559508,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4319,27.7,4/14/2002,1,27.7,0.332592339,0,0.127564979,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
432,54.936,10/17/2002,1,54.936,0.517099863,0,0.41501368,3,1,3,15,5,15,35,2.333333333,All but little less freq,Class-2,Hotel
4320,20.205,8/19/2003,2,40.41,0.267099863,0.352941176,0.552325581,2,2,3,10,10,15,35,2.333333333,All but little less freq,Class-2,Casino
4321,0.2,4/23/2002,1,0.2,0.053351573,0,0.141586867,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4322,0.82,9/1/2002,1,0.82,0.062927497,0,0.352428181,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4323,0.88,5/27/2002,1,0.88,0.064124487,0,0.183994528,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4324,30.075,5/9/2002,2,60.15,0.353967168,0.352941176,0.162106703,2,2,1,10,10,5,25,1.666666667,All Low,Class-1,Casino
4325,38.01,8/2/2002,1,38.01,0.413645691,0,0.292578659,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4326,136.68,5/5/2002,1,136.68,0.775820793,0,0.157147743,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
4327,31.622,5/15/2002,2,63.244,0.369357045,0.352941176,0.168604651,2,2,1,10,10,5,25,1.666666667,All Low,Class-1,Hotel & Casino
4329,13.39111111,9/28/2004,9,120.52,0.200581395,0.790697674,0.822332421,2,4,5,10,20,25,55,3.666666667,Moderate to High,Class-3,Casino
433,223.1218478,12/30/2004,46,10263.605,0.862688098,0.976060192,0.980848153,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
4330,39.998,7/6/2002,2,79.996,0.429377565,0.352941176,0.247948016,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4332,59.60888889,2/29/2004,9,536.48,0.547879617,0.790697674,0.633549932,3,4,4,15,20,20,55,3.666666667,Moderate to High,Class-3,Casino
4333,32.83,4/13/2002,1,32.83,0.379103967,0,0.12619699,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4334,95.24,5/16/2002,1,95.24,0.690150479,0,0.169801642,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
4335,41.0548,5/30/2002,2,82.1096,0.43502052,0.352941176,0.188440492,3,2,1,15,10,5,30,2,All but little less freq,Class-2,Hotel & Casino
4337,5.05,6/14/2002,1,5.05,0.118673051,0,0.210670315,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4338,14,4/5/2002,1,14,0.20622435,0,0.114911081,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4339,46.85,8/5/2002,1,46.85,0.472640219,0,0.299247606,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
434,9.176969697,12/23/2004,33,302.84,0.16125171,0.962722298,0.962038304,1,5,5,5,25,25,55,3.666666667,Moderate to High,Class-3,Casino
4340,2.235,5/2/2002,2,4.47,0.081395349,0.352941176,0.154240766,1,2,1,5,10,5,20,1.333333333,All Low,Class-1,Hotel & Casino
4342,89.54,8/22/2002,1,89.54,0.673050616,0,0.332934337,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4343,3.16,5/25/2002,1,3.16,0.095588235,0,0.180916553,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4344,100.33,5/9/2002,1,100.33,0.702975376,0,0.162106703,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
4345,141.082,11/5/2004,5,705.41,0.783857729,0.642612859,0.869870041,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Hotel & Casino
4347,0.25,5/6/2002,1,0.25,0.054206566,0,0.159541724,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4348,145.9,4/22/2002,1,145.9,0.790697674,0,0.140218878,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
4349,122.57,8/22/2002,1,122.57,0.752906977,0,0.332934337,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
435,33.32785714,5/5/2004,14,466.59,0.382694938,0.875341997,0.673050616,2,5,4,10,25,20,55,3.666666667,Moderate to High,Class-3,Casino
4350,215.18,8/7/2002,1,215.18,0.85755814,0,0.302154583,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4351,26.005,5/28/2002,2,52.01,0.319425445,0.352941176,0.186388509,2,2,1,10,10,5,25,1.666666667,All Low,Class-1,Hotel & Casino
4353,13.05,4/21/2002,1,13.05,0.195280438,0,0.137824897,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4354,6,8/16/2002,1,6,0.129616963,0,0.31874145,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4355,1.35,7/20/2002,1,1.35,0.070964432,0,0.270519836,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4356,71.27266667,5/30/2002,3,213.818,0.601402189,0.497435021,0.188440492,4,3,1,20,15,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4358,15.45,4/8/2002,1,15.45,0.224008208,0,0.119870041,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4359,0.5,5/25/2002,1,0.5,0.058139535,0,0.180916553,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
436,1240.550253,12/22/2004,19,23570.4548,0.978967168,0.91501368,0.959815321,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
4360,274.5462,5/5/2002,2,549.0924,0.890218878,0.352941176,0.157147743,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4362,30.62,8/3/2002,1,30.62,0.361149111,0,0.294801642,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4363,3.87,5/20/2002,1,3.87,0.104309166,0,0.175273598,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4364,7.11,4/27/2002,1,7.11,0.142783858,0,0.146032832,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4365,9.02,4/12/2002,1,9.02,0.159199726,0,0.125,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4366,90.87666667,4/12/2003,3,272.63,0.677838577,0.497435021,0.510088919,4,3,3,20,15,15,50,3.333333333,Moderate to High,Class-3,Casino
4367,178.5076923,6/23/2004,13,2320.6,0.82626539,0.862346101,0.703146375,5,5,4,25,25,20,70,4.666666667,Regulars and High Values,Class-4,Casino
4368,112.6427273,7/28/2004,11,1239.07,0.730848153,0.834131327,0.732900137,4,5,4,20,25,20,65,4.333333333,Regulars and High Values,Class-4,Casino
4369,3.63,4/16/2002,1,3.63,0.10123119,0,0.129445964,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
437,285.1633333,5/9/2004,6,1710.98,0.895348837,0.689466484,0.676128591,5,4,4,25,20,20,65,4.333333333,Regulars and High Values,Class-4,Casino
4370,89.3054,5/5/2002,2,178.6108,0.672195622,0.352941176,0.157147743,4,2,1,20,10,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4372,5.8,5/29/2002,1,5.8,0.126709986,0,0.187243502,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4373,57.225,6/10/2002,2,114.45,0.531634747,0.352941176,0.204172367,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Casino
4374,18.6,8/4/2002,1,18.6,0.254445964,0,0.296511628,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4375,2.08,5/26/2002,1,2.08,0.079172367,0,0.182284542,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4376,60.762,7/23/2002,2,121.524,0.553522572,0.352941176,0.275307798,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4378,0.15,7/8/2002,1,0.15,0.052325581,0,0.251880985,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4379,87.5,5/9/2002,1,87.5,0.665184679,0,0.162106703,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
438,7.718,7/6/2004,15,115.77,0.149281806,0.885601915,0.714090287,1,5,4,5,25,20,50,3.333333333,Moderate to High,Class-3,Casino
4380,25.7548,7/23/2002,2,51.5096,0.316860465,0.352941176,0.275307798,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Hotel & Casino
4382,105.53,8/25/2002,1,105.53,0.714774282,0,0.340800274,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4383,111.8926667,4/24/2002,3,335.678,0.728625171,0.497435021,0.141928865,4,3,1,20,15,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4385,353.48,4/13/2002,1,353.48,0.914671683,0,0.12619699,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4386,146.93,7/31/2002,1,146.93,0.792407661,0,0.288474692,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4387,20.51,8/13/2002,1,20.51,0.270348837,0,0.31378249,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4388,49.9235,7/1/2003,4,199.694,0.491621067,0.581395349,0.533515732,3,3,3,15,15,15,45,3,Moderate to High,Class-3,Hotel & Casino
439,99.992,12/6/2004,15,1499.88,0.702120383,0.885601915,0.925273598,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Casino
4390,86.11,8/28/2002,1,86.11,0.659028728,0,0.346614227,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4391,126.41,8/3/2002,1,126.41,0.759746922,0,0.294801642,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4392,469.39,5/24/2002,1,469.39,0.938953488,0,0.179719562,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4393,21.34,5/3/2002,1,21.34,0.278385773,0,0.155437756,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4394,14.451,5/17/2002,2,28.902,0.20998632,0.352941176,0.170827633,2,2,1,10,10,5,25,1.666666667,All Low,Class-1,Hotel & Casino
4396,352.16,8/9/2002,1,352.16,0.914329685,0,0.30506156,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4397,1109.08,7/25/2002,1,1109.08,0.976915185,0,0.277359781,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
4398,74.36,7/10/2002,1,74.36,0.614569083,0,0.254616963,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4399,11.25,4/28/2002,1,11.25,0.179206566,0,0.147058824,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
44,80.56666667,4/7/2004,3,241.7,0.639705882,0.497435021,0.65629275,4,3,4,20,15,20,55,3.666666667,Moderate to High,Class-3,Casino
440,59.44538462,7/26/2004,13,772.79,0.547195622,0.862346101,0.730335157,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Casino
4400,199.1233333,9/4/2004,3,597.37,0.846101231,0.497435021,0.77120383,5,3,4,25,15,20,60,4,Regulars and High Values,Class-4,Casino
4401,29.68,6/24/2002,1,29.68,0.35123119,0,0.229309166,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4402,0.86,4/17/2002,1,0.86,0.06378249,0,0.130813953,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4403,0.06,7/23/2002,1,0.06,0.04873461,0,0.275307798,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4404,0.735,8/11/2002,2,1.47,0.06121751,0.352941176,0.308139535,1,2,2,5,10,10,25,1.666666667,All Low,Class-1,Casino
4405,28.06,8/15/2002,1,28.06,0.336012312,0,0.316689466,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4406,252.576,5/5/2002,3,757.728,0.880300958,0.497435021,0.157147743,5,3,1,25,15,5,45,3,Moderate to High,Class-3,Hotel & Casino
4408,30.549,5/20/2002,2,61.098,0.360465116,0.352941176,0.175273598,2,2,1,10,10,5,25,1.666666667,All Low,Class-1,Hotel & Casino
441,36.85,10/3/2004,4,147.4,0.407318741,0.581395349,0.827804378,3,3,5,15,15,25,55,3.666666667,Moderate to High,Class-3,Casino
4410,5.72,4/24/2002,1,5.72,0.125854993,0,0.141928865,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4411,0.82,5/21/2002,1,0.82,0.062927497,0,0.176812585,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4412,1.48,7/22/2002,1,1.48,0.072845417,0,0.274110807,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4413,156.52,4/29/2002,1,156.52,0.802667579,0,0.150649795,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4414,3.68,4/22/2002,1,3.68,0.101744186,0,0.140218878,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4415,123.7,4/8/2002,1,123.7,0.755471956,0,0.119870041,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
4416,3.095,5/23/2002,2,6.19,0.094562244,0.352941176,0.17869357,1,2,1,5,10,5,20,1.333333333,All Low,Class-1,Casino
4417,15.12,8/11/2002,1,15.12,0.215458276,0,0.308139535,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4418,34.09,4/5/2002,1,34.09,0.389192886,0,0.114911081,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4419,87.943,7/13/2002,2,175.886,0.667065663,0.352941176,0.258549932,4,2,2,20,10,10,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
442,121.885,9/7/2002,2,243.77,0.751025992,0.352941176,0.360636115,4,2,2,20,10,10,40,2.666666667,All but little less freq,Class-2,Casino
4421,98.626,5/27/2002,2,197.252,0.698187415,0.352941176,0.183994528,4,2,1,20,10,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4423,22.74,8/4/2002,1,22.74,0.291894665,0,0.296511628,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4424,1.24,4/6/2002,1,1.24,0.069425445,0,0.11747606,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4425,61.81,5/10/2002,1,61.81,0.558994528,0,0.163645691,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
4426,21.89,4/13/2002,1,21.89,0.286422709,0,0.12619699,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4427,62.02,7/9/2002,1,62.02,0.560704514,0,0.252735978,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4428,58.6326,6/27/2002,2,117.2652,0.540184679,0.352941176,0.231874145,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
443,2.51,4/19/2004,2,5.02,0.084473324,0.352941176,0.663987688,1,2,4,5,10,20,35,2.333333333,All but little less freq,Class-2,Casino
4430,28,5/27/2002,1,28,0.33498632,0,0.183994528,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4431,70,8/24/2002,1,70,0.597640219,0,0.339603283,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4432,-16.69,4/17/2002,1,-16.69,0.035225718,0,0.130813953,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4433,80.25,9/1/2002,1,80.25,0.637653899,0,0.352428181,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4434,416.0154,3/15/2002,2,832.0308,0.928522572,0.352941176,0.083618331,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4436,12.04,8/30/2002,1,12.04,0.187585499,0,0.349692202,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4437,5.43,8/20/2002,1,5.43,0.122435021,0,0.329343365,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4438,60.65066667,5/26/2002,3,181.952,0.55249658,0.497435021,0.182284542,3,3,1,15,15,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
444,21.012,7/30/2003,5,105.06,0.276333789,0.642612859,0.543946648,2,4,3,10,20,15,45,3,Moderate to High,Class-3,Casino
4440,11.6,8/29/2002,1,11.6,0.182797538,0,0.347811218,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4441,0,7/26/2002,1,0,0.045827633,0,0.278385773,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4442,26.765,8/22/2002,2,53.53,0.327120383,0.352941176,0.332934337,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Hotel & Casino
4444,72.767,5/17/2002,2,145.534,0.608071135,0.352941176,0.170827633,4,2,1,20,10,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4446,2.06,5/20/2002,1,2.06,0.078659371,0,0.175273598,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4447,76.82,6/12/2002,1,76.82,0.625170999,0,0.207592339,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
4448,0.67,5/28/2002,1,0.67,0.060875513,0,0.186388509,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4449,43.54,4/9/2002,1,43.54,0.449042408,0,0.120725034,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
445,25.853,9/14/2004,6,155.118,0.317715458,0.689466484,0.783173735,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Hotel & Casino
4450,33.45,8/20/2002,1,33.45,0.384062927,0,0.329343365,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4451,6.05,7/1/2002,1,6.05,0.12995896,0,0.241108071,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4452,10.62,5/22/2002,1,10.62,0.172708618,0,0.178009576,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4453,0.59,6/7/2002,1,0.59,0.059507524,0,0.198529412,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4454,30.4728,6/26/2002,2,60.9456,0.356532148,0.352941176,0.230677155,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Hotel & Casino
4456,19.4,5/17/2002,1,19.4,0.259917921,0,0.170827633,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4457,224.86,4/16/2002,1,224.86,0.86371409,0,0.129445964,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4458,11.81,8/19/2002,1,11.81,0.185533516,0,0.327291382,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4459,10.85,7/21/2002,1,10.85,0.174589603,0,0.272058824,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4460,37.21,8/1/2002,1,37.21,0.409028728,0,0.290355677,3,1,2,15,5,10,30,2,All but little less freq,Class-2,Casino
4461,17.33,5/4/2002,1,17.33,0.240937073,0,0.156634747,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4462,445.2,4/11/2002,1,445.2,0.934507524,0,0.122948016,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4463,261.65,5/21/2002,1,261.65,0.884575923,0,0.176812585,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4464,86.686,8/29/2002,2,173.372,0.661422709,0.352941176,0.347811218,4,2,2,20,10,10,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
4466,17.21,5/28/2002,1,17.21,0.239398085,0,0.186388509,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
4467,18.785,8/6/2004,6,112.71,0.255471956,0.689466484,0.740937073,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
4468,125.622,6/2/2002,2,251.244,0.758549932,0.352941176,0.191005472,4,2,1,20,10,5,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
447,53.245,10/26/2004,4,212.98,0.50872093,0.581395349,0.857216142,3,3,5,15,15,25,55,3.666666667,Moderate to High,Class-3,Casino
4470,24.63666667,5/15/2002,3,73.91,0.307113543,0.497435021,0.168604651,2,3,1,10,15,5,30,2,All but little less freq,Class-2,Casino
4471,1.94,7/27/2002,1,1.94,0.077804378,0,0.280608755,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4472,4.73,6/12/2002,1,4.73,0.114740082,0,0.207592339,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4473,3.57,6/2/2002,1,3.57,0.100547196,0,0.191005472,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4474,29.39,7/21/2002,2,58.78,0.348324213,0.352941176,0.272058824,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Hotel & Casino
4476,336.5133333,9/15/2004,3,1009.54,0.911764706,0.497435021,0.788474692,5,3,4,25,15,20,60,4,Regulars and High Values,Class-4,Casino
4477,1.5,5/31/2002,1,1.5,0.073529412,0,0.189637483,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
4478,93.696,6/1/2002,3,281.088,0.686388509,0.497435021,0.190150479,4,3,1,20,15,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
448,30.508,9/5/2002,2,61.016,0.357729138,0.352941176,0.359268126,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Hotel & Casino
4480,160.99,4/28/2002,1,160.99,0.808994528,0,0.147058824,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
4481,0.1,6/30/2002,1,0.1,0.049418605,0,0.238543092,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4482,27.38,6/17/2002,1,27.38,0.330882353,0,0.217852257,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
4483,21.465,4/12/2003,4,85.86,0.279240766,0.581395349,0.510088919,2,3,3,10,15,15,40,2.666666667,All but little less freq,Class-2,Casino
4484,70.831,6/9/2002,2,141.662,0.599692202,0.352941176,0.201778386,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
4486,2.89,8/26/2002,1,2.89,0.091142271,0,0.343878249,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
4487,16.02,4/15/2002,1,16.02,0.228967168,0,0.12876197,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
