"CustomerID","MeanValue","LastTransaction","NoTransaction","MonetoryPercentile","FrequencyPercentile","RecencyPercentile","MonetoryScore","FrequencyScore","RecencyScore","MonetoryWeightedScore","FrequencyWeightedScore","RecencyWeightedScore","FinalScore","FinalWeightedScore","FinalCustomerClass","Casino_Earnings","hotel_Earnings","Mgm_Earnings"
"1059",143.9737,2004-10-15,4,0.787106703146403,0.581395348837209,0.842168262653898,4,3,5,20,15,25,60,4,"Class-4",224.64,351.2548,575.8948
"106",12.22,2004-09-12,3,0.189124487004107,0.497435020519836,0.780608755129958,1,3,4,5,15,20,40,2.66666666666667,"Class-2",36.66,0,36.66
"1061",1612.59831111111,2003-12-27,9,0.98443912448707,0.790697674418605,0.600718194254445,5,4,4,25,20,20,65,4.33333333333333,"Class-4",14476.74,36.6448,14513.3848
"1063",128.52,2002-11-11,1,0.762824897400844,0,0.448016415868672,4,1,3,20,5,15,40,2.66666666666667,"Class-2",128.52,0,128.52
"1064",76.625,2002-06-02,2,0.624829001367987,0.352941176470588,0.191005471956224,4,2,1,20,10,5,35,2.33333333333333,"Class-2",153.25,0,153.25
"1065",1443.95,2002-10-27,5,0.983071135430982,0.642612859097127,0.428693570451436,5,4,3,25,20,15,60,4,"Class-4",7219.75,0,7219.75
"1066",923.42,2002-02-04,1,0.969391244870104,0,0.0302667578659371,5,1,1,25,5,5,35,2.33333333333333,"Class-2",923.42,0,923.42
"1067",883.7675,2004-08-19,8,0.967168262653961,0.763337893296854,0.753248974008207,5,4,4,25,20,20,65,4.33333333333333,"Class-4",7070.14,0,7070.14
"1068",-64.04,2002-08-01,2,0.0196648426812585,0.352941176470588,0.290355677154583,1,2,2,5,10,10,25,1.66666666666667,"Class-1",-128.08,0,-128.08
"1069",40.5877777777778,2004-12-20,63,0.432455540355662,0.985123119015048,0.956737346101231,3,5,5,15,25,25,65,4.33333333333333,"Class-4",2557.03,0,2557.03
"107",56.2225,2004-05-26,4,0.525478796169611,0.581395348837209,0.685875512995895,3,3,4,15,15,20,50,3.33333333333333,"Class-3",224.89,0,224.89
"1070",32.7625,2004-11-22,12,0.37841997264021,0.850205198358413,0.898084815321477,2,5,5,10,25,25,60,4,"Class-4",393.15,0,393.15
"1071",7.37588235294118,2004-11-30,17,0.145861833105337,0.902359781121751,0.914329685362517,1,5,5,5,25,25,55,3.66666666666667,"Class-3",125.39,0,125.39
"1072",67.5984615384615,2004-10-30,13,0.587551299589595,0.86234610123119,0.863714090287277,3,5,5,15,25,25,65,4.33333333333333,"Class-4",878.78,0,878.78
"1073",48.4284210526316,2004-10-31,19,0.483413132694917,0.915013679890561,0.864740082079343,3,5,5,15,25,25,65,4.33333333333333,"Class-4",920.14,0,920.14
"1074",8.25351955307262,2004-12-19,179,0.153385772913819,0.996751025991793,0.953659370725034,1,5,5,5,25,25,55,3.66666666666667,"Class-3",1477.38,0,1477.38
"1075",300.941176470588,2004-11-28,17,0.899965800273647,0.902359781121751,0.911080711354309,5,5,5,25,25,25,75,5,"Class-5",5116,0,5116
"1076",143.173527868852,2004-11-10,61,0.786080711354337,0.984439124487004,0.877564979480164,4,5,5,20,25,25,70,4.66666666666667,"Class-4",8725.09,8.4952,8733.5852
"1078",52.3541176470588,2004-12-27,68,0.504616963064273,0.986491108071136,0.969733242134062,3,5,5,15,25,25,65,4.33333333333333,"Class-4",3560.08,0,3560.08
"1079",17.8259574468085,2004-12-12,94,0.249829001367993,0.991279069767442,0.936559507523939,2,5,5,10,25,25,60,4,"Class-4",1675.64,0,1675.64
"108",15.204,2002-06-12,2,0.216484268125859,0.352941176470588,0.207592339261286,2,2,2,10,10,10,30,2,"Class-2",15.16,15.248,30.408
"1080",-5.51705882352941,2004-06-30,51,0.0408686730506154,0.979309165526676,0.70844733242134,1,5,4,5,25,20,50,3.33333333333333,"Class-3",-281.37,0,-281.37
"1081",5.365,2002-06-17,2,0.121409028727771,0.352941176470588,0.217852257181943,1,2,2,5,10,10,25,1.66666666666667,"Class-1",10.73,0,10.73
"1082",-19.54,2002-03-26,1,0.033002735978112,0,0.0979822161422709,1,1,1,5,5,5,15,1,"Class-1",-19.54,0,-19.54
"1083",62.51,2003-11-03,3,0.563098495212026,0.497435020519836,0.579343365253077,3,3,3,15,15,15,45,3,"Class-3",187.53,0,187.53
"1084",29.5207894736842,2004-12-26,38,0.350034199726396,0.969049247606019,0.96751025991792,2,5,5,10,25,25,60,4,"Class-4",1121.79,0,1121.79
"1085",43.2935,2004-12-30,100,0.447332421340612,0.991963064295486,0.980848153214774,3,5,5,15,25,25,65,4.33333333333333,"Class-4",4329.35,0,4329.35
"1086",199.110689655172,2004-11-27,29,0.845930232558179,0.953830369357045,0.908515731874145,5,5,5,25,25,25,75,5,"Class-5",5774.21,0,5774.21
"1087",77.4669230769231,2004-07-20,13,0.627222982216141,0.86234610123119,0.724350205198357,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1007.07,0,1007.07
"1088",17.770625,2004-11-21,16,0.249316005471961,0.895861833105335,0.895348837209302,2,5,5,10,25,25,60,4,"Class-4",284.33,0,284.33
"1089",23.3127272727273,2004-11-18,22,0.295656634746921,0.930232558139535,0.891928864569083,2,5,5,10,25,25,60,4,"Class-4",512.88,0,512.88
"1090",10.45,2004-03-04,6,0.170827633378935,0.689466484268126,0.635943912448699,1,4,4,5,20,20,45,3,"Class-3",62.7,0,62.7
"1091",541.895,2002-08-18,2,0.946990424076666,0.352941176470588,0.323529411764706,5,2,2,25,10,10,45,3,"Class-3",1083.79,0,1083.79
"1092",6.27111111111111,2004-11-13,9,0.133036935704516,0.790697674418605,0.882181942544459,1,4,5,5,20,25,50,3.33333333333333,"Class-3",56.44,0,56.44
"1093",21.93,2003-05-05,11,0.286593707250342,0.834131326949385,0.515218878248973,2,5,3,10,25,15,50,3.33333333333333,"Class-3",241.23,0,241.23
"1094",58.4081818181818,2004-01-22,11,0.538474692202445,0.834131326949385,0.613030095759233,3,5,4,15,25,20,60,4,"Class-4",642.49,0,642.49
"1095",26.8516129032258,2004-10-30,31,0.327804377564976,0.958447332421341,0.863714090287277,2,5,5,10,25,25,60,4,"Class-4",832.4,0,832.4
"1096",39.0906208333333,2004-12-05,48,0.421169630642941,0.976915184678523,0.922537619699042,3,5,5,15,25,25,65,4.33333333333333,"Class-4",1876.3498,0,1876.3498
"1097",172.0245,2004-12-05,80,0.820793433652565,0.989398084815322,0.922537619699042,5,5,5,25,25,25,75,5,"Class-5",13761.96,0,13761.96
"1098",484.358928571429,2004-12-04,28,0.940492476060249,0.950410396716826,0.920656634746921,5,5,5,25,25,25,75,5,"Class-5",13562.05,0,13562.05
"1099",102.587580645161,2004-12-30,62,0.708960328317387,0.984781121751026,0.980848153214774,4,5,5,20,25,25,70,4.66666666666667,"Class-4",6360.43,0,6360.43
"11",101.917333333333,2004-07-28,15,0.707250341997277,0.885601915184679,0.732900136798905,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1528.76,0,1528.76
"110",93.5992857142857,2004-04-14,14,0.686217510259927,0.875341997264022,0.660567715458275,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1310.39,0,1310.39
"1100",166.7602875,2004-09-19,8,0.81634746922028,0.763337893296854,0.811217510259917,5,4,5,25,20,25,70,4.66666666666667,"Class-4",1334.0823,0,1334.0823
"1101",291.56,2004-05-16,11,0.897400820793483,0.834131326949385,0.680745554035567,5,5,4,25,25,20,70,4.66666666666667,"Class-4",3207.16,0,3207.16
"1102",1099.112,2004-09-15,5,0.976573187414565,0.642612859097127,0.788474692202462,5,4,4,25,20,20,65,4.33333333333333,"Class-4",5495.56,0,5495.56
"1103",80.9998285714286,2003-11-27,7,0.641757865937074,0.732045143638851,0.588748290013679,4,4,3,20,20,15,55,3.66666666666667,"Class-3",423.53,143.4688,566.9988
"1105",4.02142857142857,2004-11-16,14,0.106361149110808,0.875341997264022,0.887653898768809,1,5,5,5,25,25,55,3.66666666666667,"Class-3",56.3,0,56.3
"1106",124.157142857143,2004-05-28,14,0.755984952120405,0.875341997264022,0.686559507523939,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1738.2,0,1738.2
"1107",846.594,2004-07-12,5,0.964774281805808,0.642612859097127,0.718365253077974,5,4,4,25,20,20,65,4.33333333333333,"Class-4",4232.97,0,4232.97
"1108",16.4810714285714,2004-12-09,28,0.23290013679891,0.950410396716826,0.929890560875512,2,5,5,10,25,25,60,4,"Class-4",461.47,0,461.47
"1109",150.043939393939,2004-12-12,66,0.79531463748293,0.986149110807114,0.936559507523939,4,5,5,20,25,25,70,4.66666666666667,"Class-4",9902.9,0,9902.9
"111",678.796292592593,2004-12-27,27,0.957079343365314,0.947845417236662,0.969733242134062,5,5,5,25,25,25,75,5,"Class-5",18327.4999,0,18327.4999
"1110",213.51,2004-02-01,5,0.85670314637487,0.642612859097127,0.617305061559506,5,4,4,25,20,20,65,4.33333333333333,"Class-4",1067.55,0,1067.55
"1111",453.929222222222,2004-12-23,54,0.935875512995953,0.980848153214774,0.96203830369357,5,5,5,25,25,25,75,5,"Class-5",24512.178,0,24512.178
"1112",79.345,2004-01-24,4,0.635088919288646,0.581395348837209,0.614227086183309,4,3,4,20,15,20,55,3.66666666666667,"Class-3",317.38,0,317.38
"1113",1250.50978684211,2004-11-04,38,0.979309165526741,0.969049247606019,0.869186046511627,5,5,5,25,25,25,75,5,"Class-5",47488.3575,31.0144,47519.3719
"1115",11.8246875,2004-11-28,32,0.185704514363888,0.960499316005472,0.911080711354309,1,5,5,5,25,25,55,3.66666666666667,"Class-3",378.39,0,378.39
"1116",7.61,2002-11-30,2,0.148426812585501,0.352941176470588,0.468194254445964,1,2,3,5,10,15,30,2,"Class-2",15.22,0,15.22
"1117",-17.8854285714286,2004-09-13,14,0.0338577291381667,0.875341997264022,0.781976744186046,1,5,4,5,25,20,50,3.33333333333333,"Class-3",-250.396,0,-250.396
"1118",-18.3989473684211,2004-05-15,76,0.0335157318741448,0.988372093023256,0.680061559507523,1,5,4,5,25,20,50,3.33333333333333,"Class-3",-1398.32,0,-1398.32
"1119",147.324028571429,2004-04-08,14,0.792920656634776,0.875341997264022,0.656805745554034,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1716.92,345.6164,2062.5364
"112",71.42,2002-04-02,3,0.602599179206561,0.497435020519836,0.111149110807114,4,3,1,20,15,5,40,2.66666666666667,"Class-2",214.26,0,214.26
"1121",26.7231531531532,2004-12-20,111,0.326607387140899,0.993502051983585,0.956737346101231,2,5,5,10,25,25,60,4,"Class-4",2966.27,0,2966.27
"1122",65.7657142857143,2004-10-30,28,0.579343365253068,0.950410396716826,0.863714090287277,3,5,5,15,25,25,65,4.33333333333333,"Class-4",1841.44,0,1841.44
"1123",12.0200857142857,2004-11-14,7,0.187414500683997,0.732045143638851,0.883549931600547,1,4,5,5,20,25,50,3.33333333333333,"Class-3",84.1406,0,84.1406
"1124",171.353333333333,2004-12-20,15,0.820451436388543,0.885601915184679,0.956737346101231,5,5,5,25,25,25,75,5,"Class-5",2570.3,0,2570.3
"1125",503.704,2004-11-29,15,0.942202462380359,0.885601915184679,0.913303693570451,5,5,5,25,25,25,75,5,"Class-5",7555.56,0,7555.56
"1126",88.76625,2004-03-31,8,0.669459644322851,0.763337893296854,0.652701778385772,4,4,4,20,20,20,60,4,"Class-4",710.13,0,710.13
"1127",124.52,2002-05-25,1,0.756668946648449,0,0.180916552667579,4,1,1,20,5,5,30,2,"Class-2",124.52,0,124.52
"1128",138.606811594203,2004-11-06,69,0.778727770177865,0.986833105335158,0.87140902872777,4,5,5,20,25,25,70,4.66666666666667,"Class-4",9563.87,0,9563.87
"1129",97.29,2004-07-07,7,0.695280437756509,0.732045143638851,0.715116279069766,4,4,4,20,20,20,60,4,"Class-4",681.03,0,681.03
"113",87.7375,2004-11-10,16,0.666039671682632,0.895861833105335,0.877564979480164,4,5,5,20,25,25,70,4.66666666666667,"Class-4",1403.8,0,1403.8
"1130",2209.87727272727,2004-08-04,11,0.988543091655333,0.834131326949385,0.739056087551299,5,5,4,25,25,20,70,4.66666666666667,"Class-4",24308.65,0,24308.65
"1131",1086.42373333333,2004-11-15,15,0.976231190150543,0.885601915184679,0.886285909712722,5,5,5,25,25,25,75,5,"Class-5",16296.356,0,16296.356
"1132",21.16625,2004-04-10,16,0.277530779753763,0.895861833105335,0.6578317373461,2,5,4,10,25,20,55,3.66666666666667,"Class-3",338.66,0,338.66
"1133",53.3916666666667,2004-07-02,12,0.509575923392591,0.850205198358413,0.710157318741449,3,5,4,15,25,20,60,4,"Class-4",640.7,0,640.7
"1134",46.9763888888889,2004-12-19,72,0.473153214774262,0.988030095759234,0.953659370725034,3,5,5,15,25,25,65,4.33333333333333,"Class-4",3382.3,0,3382.3
"1135",96.2413333333333,2004-07-24,15,0.692544459644333,0.885601915184679,0.728625170998631,4,5,4,20,25,20,65,4.33333333333333,"Class-4",1443.62,0,1443.62
"1136",94.5773333333333,2004-09-18,15,0.688782489740092,0.885601915184679,0.810020519835841,4,5,5,20,25,25,70,4.66666666666667,"Class-4",1418.66,0,1418.66
"1137",52.6723076923077,2004-07-19,26,0.506497948016393,0.944767441860465,0.72298221614227,3,5,4,15,25,20,60,4,"Class-4",1369.48,0,1369.48
"1138",756.280130434783,2004-12-16,23,0.960499316005533,0.935704514363885,0.946477428180574,5,5,5,25,25,25,75,5,"Class-5",17394.443,0,17394.443
"1139",39.7805263157895,2004-12-26,19,0.4283515731874,0.915013679890561,0.96751025991792,3,5,5,15,25,25,65,4.33333333333333,"Class-4",755.83,0,755.83
"114",30.8207692307692,2004-08-15,13,0.362859097127215,0.86234610123119,0.747948016415868,2,5,4,10,25,20,55,3.66666666666667,"Class-3",400.67,0,400.67
"1140",32.3442857142857,2004-10-11,21,0.374316005471947,0.926470588235294,0.83703830369357,2,5,5,10,25,25,60,4,"Class-4",679.23,0,679.23
"1141",-52.5,2002-05-16,2,0.0220588235294117,0.352941176470588,0.169801641586867,1,2,1,5,10,5,20,1.33333333333333,"Class-1",-105,0,-105
"1142",3611.43205882353,2004-12-20,68,0.992305061559575,0.986491108071136,0.956737346101231,5,5,5,25,25,25,75,5,"Class-5",245556.38,21,245577.38
"1144",81.32,2002-09-29,1,0.642441860465118,0,0.395348837209302,4,1,2,20,5,10,35,2.33333333333333,"Class-2",81.32,0,81.32
"1145",-449.867391304348,2004-12-12,23,0.0027359781121751,0.935704514363885,0.936559507523939,1,5,5,5,25,25,55,3.66666666666667,"Class-3",-10346.95,0,-10346.95
"1146",-18.026,2002-08-10,2,0.0336867305061558,0.352941176470588,0.306942544459644,1,2,2,5,10,10,25,1.66666666666667,"Class-1",-111.87,75.818,-36.052
"1148",14.38,2004-09-14,5,0.208789329685366,0.642612859097127,0.783173734610122,2,4,4,10,20,20,50,3.33333333333333,"Class-3",71.9,0,71.9
"1149",260.231153846154,2004-10-29,26,0.884062927496627,0.944767441860465,0.861662106703146,5,5,5,25,25,25,75,5,"Class-5",6766.01,0,6766.01
"115",44.3466666666667,2004-07-01,6,0.456908344733224,0.689466484268126,0.709644322845416,3,4,4,15,20,20,55,3.66666666666667,"Class-3",266.08,0,266.08
"1150",90.1514285714286,2004-01-13,7,0.674589603283181,0.732045143638851,0.609781121751025,4,4,4,20,20,20,60,4,"Class-4",631.06,0,631.06
"1151",988.224545454545,2004-12-18,11,0.973153214774346,0.834131326949385,0.950752393980848,5,5,5,25,25,25,75,5,"Class-5",10870.47,0,10870.47
"1152",28.64875,2004-02-15,8,0.342339261285904,0.763337893296854,0.624829001367988,2,4,4,10,20,20,50,3.33333333333333,"Class-3",229.19,0,229.19
"1153",4677.21,2004-03-09,6,0.994015047879685,0.689466484268126,0.638679890560874,5,4,4,25,20,20,65,4.33333333333333,"Class-4",28063.26,0,28063.26
"1154",192.33,2004-12-11,3,0.840458276333828,0.497435020519836,0.934165526675786,5,3,5,25,15,25,65,4.33333333333333,"Class-4",576.99,0,576.99
"1155",44.915,2002-05-21,2,0.458789329685344,0.352941176470588,0.176812585499316,3,2,1,15,10,5,30,2,"Class-2",89.83,0,89.83
"1156",-1312.76,2002-04-28,1,0.000512995896032832,0,0.147058823529412,1,1,1,5,5,5,15,1,"Class-1",-1312.76,0,-1312.76
"1157",51.32,2003-11-14,4,0.497093023255791,0.581395348837209,0.583105335157317,3,3,3,15,15,15,45,3,"Class-3",205.28,0,205.28
"1158",1217.31461538462,2004-12-22,26,0.978454172366686,0.944767441860465,0.959815321477428,5,5,5,25,25,25,75,5,"Class-5",31650.18,0,31650.18
"1159",70.6833333333333,2004-06-19,6,0.59900820793433,0.689466484268126,0.69938440492476,3,4,4,15,20,20,55,3.66666666666667,"Class-3",424.1,0,424.1
"116",4010.90461538462,2004-07-03,26,0.992989056087619,0.944767441860465,0.710670314637482,5,5,4,25,25,20,70,4.66666666666667,"Class-4",104283.52,0,104283.52
"1160",252.192857142857,2004-05-19,7,0.879958960328363,0.732045143638851,0.682797537619698,5,4,4,25,20,20,65,4.33333333333333,"Class-4",1765.35,0,1765.35
"1161",28.9885,2004-12-13,20,0.345930232558134,0.919972640218878,0.939979480164158,2,5,5,10,25,25,60,4,"Class-4",579.77,0,579.77
"1162",216.1875,2004-11-20,12,0.858242134062969,0.850205198358413,0.894322845417236,5,5,5,25,25,25,75,5,"Class-5",2594.25,0,2594.25
"1163",218.606584615385,2005-01-02,13,0.859439124487046,0.86234610123119,0.993331053351573,5,5,5,25,25,25,75,5,"Class-5",2841.8856,0,2841.8856
"1164",155.8772,2002-04-26,1,0.801983584131358,0,0.143980848153215,5,1,1,25,5,5,35,2.33333333333333,"Class-2",0,155.8772,155.8772
"1165",6.42666666666667,2004-01-14,3,0.134746922024625,0.497435020519836,0.610123119015047,1,3,4,5,15,20,40,2.66666666666667,"Class-2",19.28,0,19.28
"1166",18.623,2004-10-16,10,0.254616963064299,0.815492476060192,0.843707250341997,2,5,5,10,25,25,60,4,"Class-4",186.23,0,186.23
"1167",560.88,2002-01-04,1,0.949042407660798,0,0.00136798905608755,5,1,1,25,5,5,35,2.33333333333333,"Class-2",560.88,0,560.88
"1168",358.378457142857,2004-10-08,7,0.915697674418657,0.732045143638851,0.833618331053351,5,4,5,25,20,25,70,4.66666666666667,"Class-4",2496.36,12.2892,2508.6492
"117",397.140634615385,2004-11-14,26,0.923905608755184,0.944767441860465,0.883549931600547,5,5,5,25,25,25,75,5,"Class-5",10325.6565,0,10325.6565
